logFC	P.Value	gene	SE
0.137446674410418	0.260604620658547	ENSG00000000419	0.119858482024905
0.112612483928115	0.64618110935958	ENSG00000000457	0.247102244619739
0.0706202944662222	0.798877882191365	ENSG00000000460	0.279746251706235
-0.066965764619015	0.744331166767739	ENSG00000000938	0.206197182786706
-0.3965853075643	0.0864590423493474	ENSG00000001036	0.231515863956594
0.199911005547669	0.317997294713861	ENSG00000001084	0.200550666727502
0.033635699136726	0.845091451763711	ENSG00000001167	0.17207300278556
0.272794171901502	0.296918525673133	ENSG00000001461	0.263230784594516
-0.151903643287559	0.318950134466596	ENSG00000001497	0.151373137932584
-0.150427850558693	0.550737330985739	ENSG00000001561	0.253998339895963
-0.0223547068079449	0.882123511824737	ENSG00000001629	0.149960130564617
-0.025513971798415	0.912769495822551	ENSG00000001630	0.234508204449987
0.0406469199074675	0.85353921564242	ENSG00000001631	0.221459292152299
-0.0420027648900889	0.877157527106462	ENSG00000002016	0.27422388498462
-0.392617311985827	0.0704635698694478	ENSG00000002330	0.216811036354598
0.00625019783448795	0.951645047361502	ENSG00000002549	0.100016767655664
-0.00794583735152123	0.956603382502182	ENSG00000002586	0.145044422491313
0.686503124721117	0.107411289597042	ENSG00000002586	0.429729751516173
0.337589849329188	0.320980123503926	ENSG00000002586	0.343402357040568
1.03203881140182	0.119565785589926	ENSG00000002586	0.669397977383321
-0.86138725961961	0.145262282308295	ENSG00000002586	0.597316342180331
-0.030799115809459	0.845043177428718	ENSG00000002822	0.157020583966236
-0.299760338096721	0.141905309521958	ENSG00000002834	0.204066648093452
0.0297285063758304	0.841882807308778	ENSG00000002919	0.148153650219197
0.0987860734125	0.721619670340703	ENSG00000003056	0.279812604579638
-0.0317144573983477	0.928360380409584	ENSG00000003249	0.35690461034399
-0.0713280222952731	0.748650168586816	ENSG00000003393	0.223913748064909
-0.289459129942895	0.283388037999096	ENSG00000003400	0.271663740426856
-0.0573437155711465	0.663590461067752	ENSG00000003402	0.130230897957236
-0.55272657319513	0.0642727422344998	ENSG00000003509	0.299736929113158
-0.105907090682826	0.484430805740543	ENSG00000003756	0.150548561378999
-0.21092402861638	0.384121187029957	ENSG00000004059	0.243811058645924
-0.0281609912831677	0.74176524786909	ENSG00000004142	0.0810953945811608
0.173284074896413	0.106748645135321	ENSG00000004455	0.104058004216862
0.115212623303527	0.622068578982097	ENSG00000004468	0.235246498885121
0.00624576721017022	0.966285304098069	ENSG00000004478	0.146859203097602
-0.0638247128354296	0.59478877617834	ENSG00000004487	0.117814783713349
-0.0428991116348481	0.732567358034789	ENSG00000004534	0.123672824904288
0.206901940359968	0.515780974957583	ENSG00000004700	0.321591941367205
-0.173803191377729	0.442638012429494	ENSG00000004766	0.227556245149362
0.528859040026048	0.0390424657890053	ENSG00000004777	0.256206490960131
0.160721630151894	0.0579022685149455	ENSG00000004779	0.079682947322841
-0.192552920912123	0.414902725400285	ENSG00000004864	0.237542739178266
0.0772631499389533	0.699339726689772	ENSG00000004866	0.200751890460931
0.0680610054227526	0.560885553114949	ENSG00000004897	0.114699771020802
0.230796928421534	0.100194487312626	ENSG00000004961	0.138417205618131
-0.100053385243167	0.575247590111586	ENSG00000004975	0.178579391093051
-0.11561948186529	0.40167672962305	ENSG00000005007	0.136368852726858
-0.0492075592608141	0.720097639254269	ENSG00000005020	0.135968738712433
0.00887553921649011	0.937048407533182	ENSG00000005022	0.109870882513968
0.113509002626549	0.465184069825127	ENSG00000005059	0.154623002547735
-0.260167820233535	0.0535034863164841	ENSG00000005075	0.132276599777319
-0.0273187191184396	0.830931972051677	ENSG00000005100	0.126213524990836
0.0758691445845424	0.737029104835841	ENSG00000005156	0.227326008449745
0.0333807926483222	0.861058616481684	ENSG00000005175	0.191202748403918
-0.0733305351844452	0.819096450083244	ENSG00000005187	0.324128423873332
-0.272204364812342	0.275736086131372	ENSG00000005189	0.251145459739758
-0.289453707005335	0.10219014239486	ENSG00000005194	0.176232442401418
-0.503854399685465	0.0042422872516976	ENSG00000005206	0.173320887903856
-0.227466668176762	0.418815734584452	ENSG00000005238	0.283692378167671
-0.204175629286048	0.209327181233615	ENSG00000005302	0.161733486492743
0.205096483684419	0.117540194419047	ENSG00000005339	0.128782954794271
-0.0698504470451511	0.81528995641665	ENSG00000005379	0.302063130689591
0.216748799893996	0.244196754596173	ENSG00000005436	0.185967671034448
0.00480806481622383	0.9654157880785	ENSG00000005448	0.108303664783607
0.404403193121811	0.094839712089094	ENSG00000005469	0.242555551053863
-0.236008456692545	0.450536497087842	ENSG00000005471	0.315804452932595
0.0954510740334019	0.449156635931296	ENSG00000005483	0.124159581744603
0.0921263511583907	0.56606228131343	ENSG00000005486	0.159981653627693
-0.101648469452882	0.460339190430672	ENSG00000005700	0.136220684683523
-0.00872949243989043	0.946906449260001	ENSG00000005801	0.129501280720102
-0.0127917234702517	0.874850861533876	ENSG00000005810	0.076481307992078
-0.153579516758397	0.412821177209819	ENSG00000005812	0.187681973854103
-0.0840759179125494	0.467901772149857	ENSG00000005844	0.113376538250058
0.279481284256113	0.371540712656362	ENSG00000005884	0.315628165275913
0.0795735724831343	0.719262443721653	ENSG00000005889	0.222642109504221
0.17943683505178	0.212875483936901	ENSG00000005893	0.142534298354313
0.0749451354229409	0.645983845889882	ENSG00000006007	0.1627258858304
0.126230204073197	0.448013821353638	ENSG00000006015	0.165922377051156
0.083397635430162	0.747937470130239	ENSG00000006025	0.261691326171859
-0.344330474311339	0.177105757045283	ENSG00000006062	0.25630021375141
0.145194881466766	0.672728043931084	ENSG00000006118	0.347599187157959
0.0489973792530879	0.734389552917246	ENSG00000006125	0.143340381444755
0.00244933320516359	0.990347276236452	ENSG00000006194	0.20327918941614
0.574007834268788	0.0621480686152705	ENSG00000006282	0.308841812831097
0.0829143891199615	0.721292535553848	ENSG00000006432	0.233963191387045
-0.0389228461840398	0.804962630083233	ENSG00000006451	0.157058873725108
0.18865182589004	0.546666178751454	ENSG00000006453	0.316124434318247
0.114715525774532	0.535808665383943	ENSG00000006530	0.185467659515984
0.130788081337666	0.370090847148177	ENSG00000006576	0.144700269507154
-0.0543496794051528	0.754506100031468	ENSG00000006607	0.173759207949403
-0.0528252550496395	0.735287142594965	ENSG00000006625	0.15560696251662
0.0757885836554479	0.597671244255614	ENSG00000006634	0.142456594878958
-0.15211285923806	0.411068464989123	ENSG00000006652	0.185124380325838
-0.378220197253591	0.305480891818325	ENSG00000006659	0.372781907731157
-0.077399328105199	0.708356949922035	ENSG00000006695	0.207800943449438
-0.350615265070539	0.245024592321092	ENSG00000006704	0.303915866614138
0.203576404289421	0.228532483768725	ENSG00000006712	0.168396917626738
0.328918478899388	0.0582962175632221	ENSG00000006715	0.172423642982416
