Treatment_logFC	Ancestry_logFC	P.Value	gene	SE
-0.0396155910543173	-0.0136118951432463	0.730162253509372	ENSG00000000419	0.0526273104429036
0.136991988440617	0.132213503794039	0.242891562526325	ENSG00000000457	0.112953708821584
0.00930215808069004	-0.300395458860496	0.0522095417951197	ENSG00000000460	0.123684927276277
-0.145228199533459	0.0013174783228555	0.206677006054159	ENSG00000000938	0.0817790574327806
0.0126302467376905	-0.094312133708662	0.542588355174068	ENSG00000001036	0.0861432439779005
0.114063559730045	-0.21490343434578	0.0398220006157928	ENSG00000001084	0.09595739737602
-0.0583204643921745	-0.136699782894413	0.303407582220673	ENSG00000001167	0.0960873509069434
-0.0353421548006093	0.116201816722356	0.522738317845806	ENSG00000001461	0.1068918701789
-0.0502470393093153	-0.107395812715448	0.122220814734901	ENSG00000001497	0.0575725649511519
-0.231156119534218	-0.161176610784748	0.0208174802301092	ENSG00000001561	0.100924887955542
0.0114360975573196	0.00850300239123396	0.973822790487372	ENSG00000001629	0.0616735709910681
-0.00107589682933697	-0.106830435290997	0.625179424702847	ENSG00000001630	0.110344164415061
-0.0580905586713993	0.0591529612004522	0.70236722515636	ENSG00000001631	0.0989871975639959
0.111760779701595	0.102174865375034	0.362984579661545	ENSG00000002016	0.106176681157963
-0.104945009393245	-0.044394047317353	0.433549202557762	ENSG00000002330	0.0880146431697019
0.149604051629173	0.0421835320177795	0.00137478895301471	ENSG00000002549	0.0424190646358964
-0.149213081201309	0.102275989512322	0.0215911261465183	ENSG00000002586	0.0653065326454832
-0.280838014593796	0.31487910227938	0.0195571925519687	ENSG00000002586	0.150747551673728
-0.145635116806093	0.0397055291577079	0.547019874473359	ENSG00000002586	0.137820734201334
-0.277260050198579	0.252308641924766	0.268098098943138	ENSG00000002586	0.23198080210761
0.0448814001601953	-0.198974327046391	0.6366117694103	ENSG00000002586	0.215270153466958
0.0209513192689922	-0.0436016968636697	0.837594345445743	ENSG00000002822	0.0814580070197114
0.0624949129753553	0.0417081883022588	0.678814960408743	ENSG00000002834	0.0852043036636359
0.0336149553271333	0.0161146006458119	0.871957527155053	ENSG00000002919	0.0710709149161664
-0.231613260718666	-0.121405987223907	0.0574423460234415	ENSG00000003056	0.109148326628761
-0.142889888605117	0.186878315249393	0.240383586248157	ENSG00000003249	0.139813092308343
0.0144718122700145	0.184199919353626	0.262879366077125	ENSG00000003393	0.113061157282151
0.257364886524689	0.179259102632773	0.0152211229833208	ENSG00000003400	0.10804193319321
0.0884700254190711	0.03291479571734	0.127763665028951	ENSG00000003402	0.0462535487928258
-0.0783381448403834	0.0503632642163515	0.699760195548215	ENSG00000003509	0.110618415805979
0.00446287103904503	-0.00693247424407151	0.986065561288407	ENSG00000003756	0.0492046571763802
0.165147707183538	-0.302813970257989	0.0066743427977621	ENSG00000004059	0.109046315289299
0.0108044828088535	-0.00168720428014031	0.950559703666866	ENSG00000004142	0.0340986742819522
0.0219288761277341	0.0266352088125483	0.595315449038465	ENSG00000004455	0.0334994094006118
0.466983830270875	0.343158911444584	3.59234085265095e-07	ENSG00000004468	0.105352560205089
0.046933769355632	0.0403871995022236	0.567553002510488	ENSG00000004478	0.0579410911616881
-0.103669058553081	-0.0605653587007666	0.0443525889130092	ENSG00000004487	0.0477695808188803
