logFC	P.Value	gene	SE
0.0582910943282682	0.50870690320906	ENSG00000000419	0.0865918585273242
-0.239191654288947	0.292141358767559	ENSG00000000457	0.228043290596282
0.0999032138422543	0.694376354983903	ENSG00000000460	0.25587135924989
-0.149701817888944	0.375381683409304	ENSG00000000938	0.169116781611319
-0.0409475273553101	0.826111642005843	ENSG00000001036	0.187067447674726
-0.146570021442306	0.466837858264144	ENSG00000001084	0.202226953643004
0.000143349268146858	0.999371613222569	ENSG00000001167	0.182636965254128
0.180150618952575	0.381811867977203	ENSG00000001461	0.206787706003864
-0.0781357904907329	0.487629791791117	ENSG00000001497	0.111716663954317
0.115940139068729	0.532635307496723	ENSG00000001561	0.186397964050426
-0.357471601907662	0.0199725757034423	ENSG00000001629	0.152721388774533
0.0380146609461248	0.853696919137771	ENSG00000001630	0.207136297934782
-0.0112673185783743	0.951234558558217	ENSG00000001631	0.184893954770627
0.0213345784911435	0.928468916694939	ENSG00000002016	0.239094209188886
0.0258941583254398	0.897887765219645	ENSG00000002330	0.20270397641956
0.0590799215878303	0.469182976139474	ENSG00000002549	0.0797370276439803
-0.075543656731825	0.581121945253356	ENSG00000002586	0.136656125833947
0.0805287568723853	0.807646817409882	ENSG00000002586	0.333347626355965
0.102328247603179	0.745824806369339	ENSG00000002586	0.318070376739693
0.25840066120739	0.628768353538405	ENSG00000002586	0.539179342187026
-0.337053311447609	0.479562501018704	ENSG00000002586	0.480676859627398
0.117315596042736	0.460642093285281	ENSG00000002822	0.159127533487335
-0.0346727172746982	0.8334704965098	ENSG00000002834	0.16523235824617
-0.0706807092987665	0.594410604715554	ENSG00000002919	0.132398283584932
-0.218982631216796	0.338816789697456	ENSG00000003056	0.230003620294764
-0.13293845681059	0.631682942520687	ENSG00000003249	0.279205963254847
0.659306961188017	0.00625750096040955	ENSG00000003393	0.240418684793912
-0.191657209944206	0.434374125106207	ENSG00000003400	0.246529140703741
0.0442813000015135	0.659442150852735	ENSG00000003402	0.0993178659466584
-0.178864232176824	0.41248939554452	ENSG00000003509	0.21924525852402
-0.0768571266546409	0.506803186963093	ENSG00000003756	0.115010933767397
-0.208523288673332	0.399338961361937	ENSG00000004059	0.248772586270665
-0.280534441899146	0.0082306065318932	ENSG00000004142	0.104266198001183
-0.102053496376079	0.193400964212116	ENSG00000004455	0.07632535380152
0.331308473407173	0.129863240994126	ENSG00000004468	0.219295680971936
0.11617479605342	0.358268976236365	ENSG00000004478	0.125884746605545
-0.0890715298198455	0.332176970938675	ENSG00000004487	0.0903115730785013
-0.18077737998727	0.161273665186343	ENSG00000004534	0.128354871243003
-0.289548875281222	0.287444258601413	ENSG00000004700	0.273712091183033
-0.0449953532165688	0.816445539275624	ENSG00000004766	0.194642245431639
0.00523627064542517	0.978896622950486	ENSG00000004777	0.198823979461557
0.037323279293026	0.653088234022053	ENSG00000004779	0.0812439204458906
-0.143065012247422	0.419300490477429	ENSG00000004864	0.177538648630039
-0.181786832477198	0.168935635768939	ENSG00000004866	0.131523490870758
-0.025350714920147	0.794430885520053	ENSG00000004897	0.0960409222596147
-0.0178439539277061	0.90074202847245	ENSG00000004961	0.142983343031344
-0.0490414099050203	0.763007054348779	ENSG00000004975	0.162912399165232
0.0741175646569538	0.498501070259606	ENSG00000005007	0.108567098605305
0.028001906980151	0.820117581720693	ENSG00000005020	0.122614213184832
-0.0325898948905354	0.624758316636769	ENSG00000005022	0.0640100942785223
-0.0850721743844746	0.52986684931223	ENSG00000005059	0.135112211222707
0.179686249056878	0.0888633416573308	ENSG00000005075	0.104240664630793
-0.184210581949921	0.0802089161804183	ENSG00000005100	0.103896080121069
-0.283678366548621	0.167915988723842	ENSG00000005156	0.206228858798898
0.137460507288842	0.389147108932385	ENSG00000005175	0.159711290083528
0.21373771112699	0.391589842576783	ENSG00000005187	0.250852840843561
-0.159880580518492	0.423966927995542	ENSG00000005189	0.200705871820316
0.254489368831682	0.0628939359465733	ENSG00000005194	0.136026406503556
-0.118953734035535	0.442075508761234	ENSG00000005206	0.154780997689696
-0.136651649513925	0.573254413939381	ENSG00000005238	0.244020017734219
0.0713659135776737	0.579156683790612	ENSG00000005302	0.128235729273345
-0.0751190812544508	0.488195390705556	ENSG00000005339	0.107397583207157
0.031890959453282	0.886560169684517	ENSG00000005379	0.224789381155935
-0.0353453821712389	0.81176753274803	ENSG00000005436	0.148433526319777
-0.0230307038517448	0.848092200614135	ENSG00000005448	0.119634108181573
-0.16298733730646	0.439611114293704	ENSG00000005469	0.211800909881824
-0.201473766298978	0.423542209330923	ENSG00000005471	0.253181929443995
0.16399590364008	0.14988681484164	ENSG00000005483	0.112841782349492
-0.217000288746828	0.16201691649379	ENSG00000005486	0.15496442988729
-0.225458704665056	0.141911930976437	ENSG00000005700	0.153220154206672
0.0526313644985214	0.657407742173736	ENSG00000005801	0.118014267058171
-0.116925374604067	0.233878021799013	ENSG00000005810	0.0968329581688392
-0.0512114852085359	0.692193497748615	ENSG00000005812	0.128960477723379
-0.125818043124729	0.303189332895702	ENSG00000005844	0.121493524793376
0.630504726012365	0.00921098110317282	ENSG00000005884	0.241594173959331
-0.00869046376302575	0.962519870730492	ENSG00000005889	0.185604414663737
-0.000158022856864931	0.999014015540712	ENSG00000005893	0.127466930557675
-0.109737649344221	0.305366812129129	ENSG00000006007	0.105977913620551
0.217019213128377	0.127073467561017	ENSG00000006015	0.141728185160927
0.199678870238374	0.324678008066768	ENSG00000006025	0.203443742516953
0.0679677740829906	0.777227559594896	ENSG00000006062	0.241677959789761
-0.383775348473097	0.116065665770199	ENSG00000006118	0.244994500979769
0.183936310022572	0.164050091270449	ENSG00000006125	0.13154713386269
-0.0625392254579041	0.726278347426204	ENSG00000006194	0.179181470619105
0.891167585385555	0.000233611162812626	ENSG00000006282	0.239654889157721
-0.0953144199127268	0.604309227398657	ENSG00000006432	0.184520050345068
-0.0872903490721381	0.475742767835868	ENSG00000006451	0.121781913424426
-0.178477624127958	0.489707269596907	ENSG00000006453	0.259938080096715
0.0800022411591325	0.658541226147058	ENSG00000006530	0.181591543597614
0.036548575552842	0.739759787464114	ENSG00000006576	0.109154971591065
-0.282778948436885	0.119572716944406	ENSG00000006607	0.181738680233712
-0.116434855732393	0.309143393997532	ENSG00000006625	0.113599496183584
-0.0662576213105539	0.577764034128291	ENSG00000006634	0.118360597392038
-0.0711073753756819	0.662266449746479	ENSG00000006652	0.163052256040823
-0.109327058605287	0.727856261798113	ENSG00000006659	0.316541707571372
0.279611298879979	0.132639853016872	ENSG00000006695	0.186103956837824
-0.0174294914401214	0.943371430043128	ENSG00000006704	0.246915800318129
0.120615155914324	0.423034610272443	ENSG00000006712	0.150495808194839
