Treatment_logFC	Ancestry_logFC	P.Value	gene	SE
-0.0672858562670455	-0.0663192743739457	0.24198088100366	ENSG00000000419	0.0556561676579783
0.153347375775458	0.126399720365229	0.222321104965062	ENSG00000000457	0.114097439580964
-0.15183348912386	-0.128844641895404	0.264630542673578	ENSG00000000460	0.121617695422983
0.055408031847932	-0.148245036896154	0.144337476187062	ENSG00000000938	0.0807534018147084
-0.0592235308524872	0.0481643812915876	0.699294471356571	ENSG00000001036	0.090861085371878
0.119043816938555	0.000170396406589706	0.488700067878555	ENSG00000001084	0.0995744154217598
-0.0574633816866137	-0.208078556102066	0.0737608748518123	ENSG00000001167	0.0943107206771067
-0.120574809312151	0.17105936585036	0.101383096713192	ENSG00000001461	0.0983856653559619
-0.00403953487572895	0.132395054280405	0.100821180640279	ENSG00000001497	0.0617748847878661
-0.152915565155005	0.0282045263438249	0.291558258729642	ENSG00000001561	0.0993038984944657
0.0752088818510902	-0.0144991843441823	0.56132870074297	ENSG00000001629	0.0714067811304712
-0.169496541963405	-0.0467593544176836	0.277884775175811	ENSG00000001630	0.109654689987419
0.0752644958474563	-0.0601808460937555	0.615375321086312	ENSG00000001631	0.0984638547635881
0.202220878277735	0.169755961928958	0.0847439499094558	ENSG00000002016	0.118257982847323
-0.184183563281297	0.0220156245008767	0.117410288645688	ENSG00000002330	0.0897199037950386
-0.0927992745305596	0.112882035649493	0.0025034392477392	ENSG00000002549	0.0421173074469749
-0.0693661558097028	-0.0502226589097998	0.38748964533057	ENSG00000002586	0.0617964174347602
0.0869160842535957	0.183749254060104	0.41293966712726	ENSG00000002586	0.15252777066843
-0.127279842184368	-0.0499068407901453	0.618524740163015	ENSG00000002586	0.13920323668462
0.0290023978789304	0.184065072179759	0.733994256096283	ENSG00000002586	0.237273503980946
-0.0327252886906444	-0.224110489865899	0.594741540745368	ENSG00000002586	0.222480602831099
-0.0544777550241288	-0.0317529360008585	0.719740829440802	ENSG00000002822	0.0774120290726648
-0.117487376806388	-0.0336767436315228	0.426557158326668	ENSG00000002834	0.093420318858115
0.187698549870414	-0.0555236532528709	0.0260526008014614	ENSG00000002919	0.0725506259172705
0.0620649310963145	-0.020575123173459	0.86380548728585	ENSG00000003056	0.121461495020098
-0.161962883493134	0.307699566249683	0.0411206417385787	ENSG00000003249	0.138382203832861
0.14441477453049	0.0368072313423232	0.345066764652277	ENSG00000003393	0.101976770671306
0.138796091759648	0.0883016432068883	0.365118888472331	ENSG00000003400	0.115456930723638
0.0117235649241953	0.12891219032422	0.0381648616128267	ENSG00000003402	0.0504142541889096
0.210308162707883	0.0996387648676709	0.100900490460896	ENSG00000003509	0.108225599172901
0.0850333642235887	-0.0679875267377531	0.0983467512676253	ENSG00000003756	0.0506466479726298
0.0539870385981245	-0.073272350698151	0.706414560597098	ENSG00000004059	0.109964300556551
-0.111747140777248	-0.0163800275285424	0.014679428767669	ENSG00000004142	0.0384679928290351
-0.0799571239565353	0.000853863454127663	0.12339930419703	ENSG00000004455	0.0388064902077811
0.111465293267879	0.404698663619546	0.00028613257779512	ENSG00000004468	0.103345022646756
-0.181710283426701	0.0236977859842373	0.00512840984174397	ENSG00000004478	0.0562480628789903
-0.0322600472158386	-0.0164075893784835	0.794161258985947	ENSG00000004487	0.0529619423323561
0.00504018974753398	-0.146680645731767	0.0348523063788905	ENSG00000004534	0.0565191137980941
-0.111594125275218	-0.029944375608154	0.670040067905318	ENSG00000004700	0.12897696051333
0.0478032849965572	-0.113238758639903	0.456794491599313	ENSG00000004766	0.0987431611750228
-0.0985595072896009	0.20393139721857	0.075013177266097	ENSG00000004777	0.100006224596195
-0.10948356871954	0.0633437458778086	0.00332755215289254	ENSG00000004779	0.0372483459496497
0.0931704191669932	0.140929510007807	0.190112145935958	ENSG00000004864	0.0923085250215084
-0.0701313481405489	-0.143361060635043	0.115138522443119	ENSG00000004866	0.0764049725628595
0.0426305278948301	0.0379772987688116	0.547011476068568	ENSG00000004897	0.0515696465674922
-0.022928680618755	0.0315262167962446	0.848347313539337	ENSG00000004961	0.0683540307240961
-0.0311938567950979	-0.139691561269755	0.222331484090847	ENSG00000004975	0.0823984794844778
-0.0492608581582481	-0.178741108051863	0.0173032513454335	ENSG00000005007	0.0647671829526725
0.0157827892786398	-0.0969579574810175	0.323128675555855	ENSG00000005020	0.0654538845269991
-0.0937093930102317	-0.0635282376480364	0.00732727948688006	ENSG00000005022	0.0355424377109146
-0.127126807219035	0.0890799722560743	0.131313071293154	ENSG00000005059	0.077407678204223
-0.00407695690807581	0.11842797606404	0.133352363690965	ENSG00000005075	0.0589680392841494
0.0224451190565066	0.0738557738167194	0.371928357827165	ENSG00000005100	0.0546276000789401
-0.058483814582933	-0.165020581500756	0.231247380665015	ENSG00000005156	0.102082914093586
0.053696771624946	0.0366453524392126	0.735680925513544	ENSG00000005175	0.0826083210507517
-0.049732180799995	0.209030304771353	0.230218373539199	ENSG00000005187	0.125911857788492
0.156570736665287	0.0237501002017834	0.298528251049584	ENSG00000005189	0.101752413372485
-0.0852324040013364	0.0171228725686969	0.470000000872107	ENSG00000005194	0.0708747974564472
0.0441381028338114	-0.0506639574485718	0.739240139867138	ENSG00000005206	0.0870297571407803
-0.0989698026214492	0.153041418205908	0.297341749730601	ENSG00000005238	0.11780968833154
-0.00289363739875089	-0.0300417741738486	0.884913706114662	ENSG00000005302	0.060962634736332
0.02183287556282	-0.0578303772734481	0.556547528167243	ENSG00000005339	0.0572552942964528
0.0594747970836812	-0.102357281769653	0.626894402292168	ENSG00000005379	0.123364752605911
-0.0329487218668587	0.12418234791649	0.289356706001109	ENSG00000005436	0.0818726896352348
-0.00783083586734705	-0.00817449352712007	0.979981781740668	ENSG00000005448	0.0559125351421697
0.00643033099090791	0.167677230805764	0.277688401338262	ENSG00000005469	0.104948418949902
0.404550812052111	-0.209483470661364	0.00225611322014796	ENSG00000005471	0.130889658361314
-0.0397497976418232	0.0180692401664109	0.730092678945703	ENSG00000005483	0.0551862726574761
-0.00560951267511359	0.0191075026296234	0.958682745079134	ENSG00000005486	0.0688040510930906
-0.0120754801563431	0.0118087518894127	0.967647274077615	ENSG00000005700	0.0662290686729726
0.113756200008799	-0.090370332062946	0.133450113711572	ENSG00000005801	0.0727336871589991
0.0129896013387144	0.0832930371272832	0.158861517339127	ENSG00000005810	0.0436744293477464
-0.0272415324913043	0.0108053464561327	0.929243644412602	ENSG00000005812	0.076832350941319
0.00642595574885076	-0.0727477792941545	0.374125633291568	ENSG00000005844	0.0520310208586491
-0.00459280292362992	0.31794223741132	0.0385275597470708	ENSG00000005884	0.124716019281452
0.0393024007540275	0.0130063839298406	0.903686398012153	ENSG00000005889	0.0917871399926925
-0.0433080100828886	-0.00400999381304654	0.774101753690856	ENSG00000005893	0.060651909122933
-0.0748818891216101	0.0547899396841711	0.449686937123916	ENSG00000006007	0.0737886652463672
-0.0387474607991358	0.141830823916938	0.0861191258857596	ENSG00000006015	0.0665179381649589
-0.158826611577225	0.0907087550830979	0.211422133183985	ENSG00000006025	0.104334522590887
-0.0549375536069672	-0.00750401905495865	0.885394997510851	ENSG00000006062	0.112393376313213
0.0343577087406871	-0.124258038712905	0.592436355345205	ENSG00000006118	0.126656707636693
-0.0397828512572499	0.0728821033404926	0.444382967608025	ENSG00000006125	0.0654864944338276
0.152881268227257	-0.0809597845735968	0.108951447746135	ENSG00000006194	0.0825075650847821
-0.0162453557201921	0.613089698685662	1.69064598022523e-06	ENSG00000006282	0.118357172447159
0.0201021455898467	0.175993425876305	0.244897677195989	ENSG00000006432	0.10562951125357
0.0444443589964586	0.139764957681929	0.0710588566458266	ENSG00000006451	0.0634801496452576
-0.141391780573813	-0.0037464536385802	0.580529059265775	ENSG00000006453	0.135814231416664
-0.0652729302565001	0.00359603240743966	0.719843546154184	ENSG00000006530	0.0807133622420676
-0.170122187138	0.0382312377772863	0.0161937858317955	ENSG00000006576	0.0606630138709655
