Treatment_logFC	Ancestry_logFC	P.Value	gene	SE
-0.0301280200803093	-0.0472208924631677	0.595794442588473	ENSG00000000419	0.0548993885652209
0.0696135220098746	-0.0578754522876511	0.724650395014409	ENSG00000000457	0.113099514782609
0.234820145125957	-0.169167223117695	0.0686508103763791	ENSG00000000460	0.125210751490828
-0.0504640452043905	-0.0696451321473547	0.56692861526717	ENSG00000000938	0.0806965408320489
-0.145593466100144	-0.101918220588051	0.126636096044527	ENSG00000001036	0.0873226714347066
-0.00277042993435586	0.0215427291570781	0.979132398665207	ENSG00000001084	0.105992202326469
0.0339990249393412	-0.125948709534628	0.340597180671484	ENSG00000001167	0.0890047143614364
0.0691160579576634	0.13363301819209	0.404695457736903	ENSG00000001461	0.111912966890558
0.0187205795879886	-0.0946092639753041	0.246547804430456	ENSG00000001497	0.0575632173784233
-0.0821683851241643	-0.0112435768576683	0.684058497542066	ENSG00000001561	0.0952359975086316
-0.135131785923454	0.0262169813818354	0.115767006645905	ENSG00000001629	0.0662115877938009
-0.0478691383119948	-0.170168115332395	0.274323463467037	ENSG00000001630	0.109980380084111
-0.094191726242104	-0.0738865842620395	0.496082639530851	ENSG00000001631	0.101112856004788
0.0788877762192202	0.105795425708961	0.509688017973392	ENSG00000002016	0.113726322113404
-0.0779556201112148	0.0157237888029053	0.668916540516464	ENSG00000002330	0.0887867569569608
-0.118474468693254	0.0878549024667291	0.00181604153766759	ENSG00000002549	0.0412114166425089
-0.169715771430623	0.160541476657912	0.00209879777601464	ENSG00000002586	0.0663499076221404
-0.158304601517151	0.236312329552212	0.164253323547567	ENSG00000002586	0.149989980200481
-0.160109744284491	0.0765761076642528	0.441385831593486	ENSG00000002586	0.139104118320373
-0.14869857437102	0.152346960558553	0.654217840152813	ENSG00000002586	0.231887867610828
-0.0906969751323022	-0.00661239892899666	0.916134244563659	ENSG00000002586	0.217734486850852
0.044957228488238	-0.0123633498093154	0.847115943351172	ENSG00000002822	0.0810351838230306
0.0065743669762009	-0.0175077613259799	0.977944123528331	ENSG00000002834	0.0887331955708093
0.381763243855786	-0.00809485616629236	4.53179635095305e-07	ENSG00000002919	0.0700483114284329
-0.121551127999128	-0.0533666568060459	0.49521419037109	ENSG00000003056	0.112027145095076
-0.0608373067655728	0.151016177050663	0.526248378735951	ENSG00000003249	0.144078610504821
-0.00648553039333093	0.190644782048839	0.245308516385401	ENSG00000003393	0.113937023311548
-0.0777145300561932	0.134214042977065	0.38665315654796	ENSG00000003400	0.112762006701574
0.158944388346116	0.0043553063506893	0.00417200196282415	ENSG00000003402	0.0477342217013794
0.177223538330294	-0.0243824269943898	0.276713262864569	ENSG00000003509	0.111727611823156
0.117047551768656	-0.0451067141445444	0.039179072008801	ENSG00000003756	0.0490946123782127
0.191226905925142	-0.240190383751439	0.0246384413999388	ENSG00000004059	0.112894568859014
-0.0770691326891236	0.0165716232979324	0.10421728298288	ENSG00000004142	0.0367888567505964
-0.0130998596386118	0.0227987068224572	0.74296410752016	ENSG00000004455	0.0338632248130194
-0.00530929227923701	0.292234014288012	0.0276123874793772	ENSG00000004468	0.109078635497382
0.0653766327026785	0.102368276620449	0.154660882377502	ENSG00000004478	0.0627179375616521
-0.0951265699540989	-0.105226581246892	0.0235586280105815	ENSG00000004487	0.0515416053425034
-0.0630176600472902	-0.142515714137388	0.0181056956013976	ENSG00000004534	0.0547735343721403
0.069951268962059	0.123757047119613	0.508305151245803	ENSG00000004700	0.122296122723943
-0.0189812761661699	-0.0124724700383354	0.974392677675322	ENSG00000004766	0.0997614602563024
