"ACRYL"	"BAFF"	"BPA"	"ETOH"	"FSL1"	"GARD"	"IFNG"	"IGF"	"PFOA"	"DEX"	"TUNIC"
0.275012112346267	0.0777911950267254	0.27058764007764	0.311155334866277	0.325622000949056	0.0754636689214747	0.0767175157739061	0.0757245655814532	0.281729319800307	0.0782847303933718	0.284008868054117
0.260548924279132	0.321360829579766	0.259997333437562	0.383075531024403	0.294195533969416	0.2691781941294	0.273858133641948	0.358810395283399	0.274003734248252	0.449676261116761	0.192028819854426
0.000318251110180186	0.00149647743047752	0.000318022252445087	0.00207605148291246	0.00210562025400611	0.00551047582967953	0.00607931724162411	0.00105761898405161	0.000358558492986993	0.296954747512855	0.112140888775538
0.437169249572153	0.174607372821921	0.424808894553961	0.254151600709655	0.411905435110009	0.186563974496099	0.176550022857121	0.15993667260559	0.466957967954604	0.170731788696133	0.505973332555111
0.132140706806412	0.0917568819958969	0.136734881037527	0.195577354757526	0.101359664491752	0.117663778996236	0.122857427762359	0.105874571244084	0.119504505784731	0.229903967621867	0.493850932490717
0.257963301816861	0.338881006685055	0.266511732207489	0.268344587423631	0.320900459913243	0.351423559680546	0.34027262338026	0.359916647400126	0.263467817878842	0.0357383384438556	0.2085052492453
0.344120848085571	0.317955848173086	0.334406983636424	0.492648523664137	0.452217881810609	0.324495518929782	0.322880946161689	0.290025318994601	0.367630838897757	0.137788103685615	0.441388345219873
0.236798738702578	0.516200445953239	0.242511103960245	0.496966082504446	0.333852973244099	0.511449285720091	0.500003514698629	0.508005761250353	0.225462282469202	0.489686610258814	0.457868761555578
0.184167531588087	0.238405925827843	0.183928685390544	0.204329096749367	0.253664690894194	0.234358175170404	0.236732501880427	0.21741483859086	0.193555569804119	0.504058779813118	0.292471349988535
0.31293915470021	0.0272145861962065	0.34393353918983	0.0581585327563615	0.316654322747845	0.0210200001788258	0.021072145044674	0.0336230788705788	0.292900350433884	2.57146432871006e-23	0.446822268619289
0.346927308710556	0.0918785163362595	0.350624638995172	0.0326422747625111	0.328022591480571	0.0945192011785682	0.0873603471958366	0.0882640150362408	0.362493153944082	0.0148564927753238	0.181316817282071
0.00030111725446913	0.0376020173814883	0.000332707149397704	0.481175246261991	0.00162382505577252	0.163884652331438	0.20141990047602	0.0535630385959882	0.000176200274720317	0.00188257365841826	0.129794768245928
0.0330089674711984	0.0370411182698186	0.0339350441833428	0.0285862473229732	0.095749574255648	0.0416762492610534	0.0447702283822168	0.0321092747318019	0.036235128903668	0.158973478222736	0.295450674334534
0.190040776307017	0.19321593931825	0.198185748979399	0.323719554453959	0.210919955935221	0.157812192135675	0.154844326285221	0.214487089712539	0.190180493133366	0.0808678896414332	0.155247282962446
0.0315423690546256	0.410248222415137	0.0301330056995822	0.0761560978852399	0.0914647994724596	0.487651853958573	0.503117021326793	0.274847612967501	0.0428516496292949	0.434661398951921	0.0543782268346774
0.00310977120787193	0.468467748878382	0.0047570735440231	0.350461636794969	0.00472939121711047	0.108640094834257	0.0937096485087616	0.366215752629033	0.00181642097437273	0.00588492896394632	0.224564152823973
0.0614835987832856	0.00063236479647355	0.0641525967730985	0.027839716716067	0.0588276465269868	0.000826691871506857	0.000815905442468789	0.000729144027297401	0.0547751254817774	0.400286721094468	0.201859884957367
1.11022302462516e-16	2.53487150936316e-07	0	4.82319584071966e-06	9.98535998331107e-09	2.94154055380247e-06	6.06591611873597e-06	7.72250596803303e-10	2.22044604925031e-16	0.000184924325878355	0.000296989075797641
0	0.000286206632237107	0	0.0114564217366714	2.11453743403922e-09	0.00123076805452738	0.00567915183250522	6.69829775978847e-07	0	0.0237311998383596	0.0624470012997796
0	8.33346095227006e-05	0	0.00133597415161402	4.05935285385794e-11	0.0012876367038176	0.00425194585026123	5.0968983145161e-08	0	0.0134732801659853	0.0321953158542951
1.08639446923492e-24	0.0848690542604343	1.57449126030289e-25	0.158249664884034	2.53777847780648e-08	0.253975165021069	0.483176605845109	0.00123868989432456	7.32989097899026e-27	0.351740484674539	0.41837809589642
0.24872525547841	0.0371439879443429	0.23798734598141	0.0531621986519213	0.297421505184013	0.0361692147258014	0.0361756362668122	0.0322655764165118	0.288742997007886	0.371063561983653	0.407066498752935
3.13018527475321e-08	0.00147042184315352	4.27632058637985e-08	0.000335771023387398	0.000239680677982478	0.00786664352440151	0.00730789582500691	8.99945736709903e-05	7.72196878473375e-07	0.0129966409926381	0.00681832642211233
0.173798960273871	6.79623839680326e-07	0.0439782534183633	0.29439864181651	0.403078281605228	1.05411823671135e-09	0.248675357543111	0.393012016161175	0.311377873374484	0.000254643640688828	0.00466680336767872
0.309189021130157	0.31462547569859	0.316623131853077	0.411993635072846	0.411851003812011	0.307095932408713	0.293207318592571	0.314228865138517	0.2980219982507	0.359010604409936	0.391592731565338
0.489916928659743	0.364022124540208	0.490388433675507	0.462761530673341	0.454502488774167	0.324918736207509	0.328466874581289	0.372274520875156	0.48769941513647	0.431921082203084	0.407193173838871
0.0849914448213677	0.282198081078126	0.0940902812819858	0.25512307249592	0.140793019083561	0.269304556816161	0.304632568190518	0.321155877921882	0.0729428367204597	0.0772426146679526	0.465513884458053
0.416697358113043	0.0534332191394036	0.404506740779851	0.254610766249571	0.47796292600216	0.0506842215133893	0.0472174299415969	0.0527005882690696	0.437510871308902	0.135513699738246	0.256004974817475
0.0349509388613326	1.15605340459511e-07	0.0163185329805712	0.229701733474537	0.463630714590164	6.63546909118296e-09	6.49140463486425e-06	2.4199315056515e-05	0.129066096646782	7.60237087670371e-98	0.110904598848118
0.488736341549702	0.462365050466133	0.504290540588508	0.283575447487776	0.321960781259538	0.372321978342452	0.366261276853956	0.395301230780731	0.422137617080007	0.171943605678381	0.246260248040102
0.274791830720204	0.356450055079656	0.272892971731371	0.522243350357982	0.469113725084247	0.335076198910763	0.336687626344928	0.38921676606851	0.290001320016224	0.493427441162301	0.224545392513677
2.13985635439415e-11	6.68627325386518e-06	3.62265868501334e-11	0.000154635990496137	1.52554580255081e-05	2.14649383202723e-05	3.13772067007114e-05	1.08647617736669e-07	7.20115871039789e-09	0.000612610564389755	0.0039387584267867
0.558322792554452	0.459445120769034	0.593782009325405	0.488849663166584	0.393131618781952	0.517500450975128	0.5503802684023	0.602313586040444	0.442715785241549	0.516094550527843	0.221305031286426
0.161870080119459	0.374085985941858	0.163147204892718	0.40035674590149	0.281442095793269	0.366163539820977	0.379620281156774	0.369782659057484	0.161103513970773	0.292452254423401	0.365662060066406
0.255444383454382	0.0497506596961796	0.253179301698161	0.217964093109196	0.210034347691095	0.0453598981024245	0.00153292952130964	0.0530949083227506	0.26837770076829	0.066836843574511	0.203517836910439
0.0426910201095787	0.157356978124707	0.0370678397301519	0.0111410832805896	0.177803544494773	0.249905148119896	0.2036879964165	0.0540097950154921	0.0867881206123288	0.0787838845849548	0.0138422199542635
2.86487888967457e-09	7.81346199851818e-07	1.68709346493046e-09	0.0125870728944556	0.000136516851661828	1.79750863451567e-05	2.94549300913216e-05	6.41055344807739e-07	5.88037951665399e-10	0.0206942929726168	0.375259331526881
3.24574138776956e-06	0.0107838914367018	7.19410886684813e-06	0.00800478061463272	6.66658956487431e-05	0.116658253274232	0.130162374941281	0.0136374250003624	1.42272375969199e-06	0.254610684081456	0.287348376090898
0.00258806664457466	0.00236411908363529	0.00325178051445751	0.00380055505888357	0.0121832601235779	0.00258438864956668	0.00259938018701311	0.00620798538801541	0.00336020981145965	0.190273942298544	0.236522739013248
0.520214240117104	0.499962087302725	0.51949935597564	0.418755383706742	0.505170754887317	0.512751346591253	0.512829000677159	0.511933186961435	0.511510310555795	0.298594650593705	0.391261212800137
0.352144024696885	0.0268719136921763	0.35198663863493	0.154464944660992	0.431112889237718	0.0199686999620821	0.0210471375194984	0.0323127245570994	0.363667180867138	0.310068531823056	0.226009701255353
4.89608353859694e-14	7.31649185681249e-10	5.07371922253697e-14	0.0823972171851993	3.74113061640813e-08	1.35905327658392e-07	9.15477418539368e-07	4.74204862044303e-08	7.7715611723761e-16	0.00445357887165354	0.0697172906864282
0.437021846139774	0.4082975594001	0.436498549256459	0.313931375597635	0.490231440886776	0.425114086559626	0.427957724516914	0.441497211302887	0.461437549024551	0.139478942607883	0.236249646697638
0.0750901359251556	0.0995926102845075	0.0896837008370454	0.173737657673612	0.0892774650228577	0.110589133909273	0.133086503269015	0.154541454521661	0.0514809882854901	0.0370548472517922	0.362106970192439
