V(G)/Vp	0.000001	0.141084	1
V(G)/Vp	0.000001	0.759544	2
V(G)/Vp	0.007308	0.124400	3
V(G)/Vp	0.000002	0.698805	4
V(G)/Vp	0.000001	0.689939	5
V(G)/Vp	0.000001	0.521473	6
V(G)/Vp	0.000001	0.175653	7
V(G)/Vp	0.187725	0.411142	8
V(G)/Vp	0.357831	0.634464	9
V(G)/Vp	0.000001	0.175280	10
V(G)/Vp	0.000001	0.824821	11
V(G)/Vp	0.060897	0.208711	12
V(G)/Vp	0.000001	0.116136	13
V(G)/Vp	0.999999	0.876976	14
V(G)/Vp	0.000001	0.362436	15
V(G)/Vp	0.000001	0.142132	16
V(G)/Vp	0.000001	0.584250	17
V(G)/Vp	0.000001	0.382415	18
V(G)/Vp	0.000001	0.138857	19
V(G)/Vp	0.000001	0.317630	20
V(G)/Vp	0.000001	0.397258	21
V(G)/Vp	0.208064	0.379273	22
V(G)/Vp	0.000001	0.192298	23
V(G)/Vp	0.039350	0.160180	24
V(G)/Vp	0.000001	0.623451	25
V(G)/Vp	0.000001	0.545767	26
V(G)/Vp	0.000001	0.149887	27
V(G)/Vp	0.000001	0.145084	28
V(G)/Vp	0.065951	0.185741	29
V(G)/Vp	0.000001	0.135037	30
V(G)/Vp	0.000001	0.257241	31
V(G)/Vp	0.000001	0.186593	32
V(G)/Vp	0.000001	0.370316	33
V(G)/Vp	0.000001	0.378954	34
V(G)/Vp	0.348476	0.644973	35
V(G)/Vp	0.000002	0.782669	36
V(G)/Vp	0.163711	0.395302	37
V(G)/Vp	0.840012	0.863610	38
V(G)/Vp	0.000001	0.180807	39
V(G)/Vp	0.000001	0.114187	40
V(G)/Vp	0.000001	0.151792	41
V(G)/Vp	0.000001	0.194452	42
V(G)/Vp	0.758420	0.835642	43
V(G)/Vp	0.000001	0.182806	44
V(G)/Vp	0.000001	0.192516	45
V(G)/Vp	0.000001	0.199577	46
V(G)/Vp	0.000001	0.217991	47
V(G)/Vp	0.178711	0.333652	48
V(G)/Vp	0.029045	0.149508	49
V(G)/Vp	0.026688	0.129908	50
V(G)/Vp	0.000001	0.113397	51
V(G)/Vp	0.000001	0.367144	52
V(G)/Vp	0.000001	0.398898	53
V(G)/Vp	0.000001	0.189719	54
V(G)/Vp	0.000001	0.259963	55
V(G)/Vp	0.000001	0.207010	56
V(G)/Vp	0.000001	0.198594	57
V(G)/Vp	0.999999	0.916885	58
V(G)/Vp	0.000001	0.391802	59
V(G)/Vp	0.000001	0.228524	60
V(G)/Vp	0.999999	0.948723	61
V(G)/Vp	0.015971	0.157910	62
V(G)/Vp	0.000001	0.444929	63
V(G)/Vp	0.000001	0.242999	64
V(G)/Vp	0.000001	0.196725	65
V(G)/Vp	0.046989	0.155764	66
V(G)/Vp	0.133225	0.227780	67
V(G)/Vp	0.000001	0.921103	68
V(G)/Vp	0.999999	0.915989	69
V(G)/Vp	0.000001	0.415556	70
V(G)/Vp	0.306070	0.375354	71
V(G)/Vp	0.079978	0.229485	72
V(G)/Vp	0.999999	0.952615	73
V(G)/Vp	0.000001	0.162948	74
V(G)/Vp	0.000001	0.459625	75
V(G)/Vp	0.000001	0.198392	76
V(G)/Vp	0.000001	0.195655	77
V(G)/Vp	0.999999	0.891822	78
V(G)/Vp	0.000001	0.562648	79
V(G)/Vp	0.000001	0.310270	80
V(G)/Vp	0.000001	0.159737	81
V(G)/Vp	0.000001	0.865824	82
V(G)/Vp	0.360561	0.513544	83
V(G)/Vp	0.015042	0.142184	84
V(G)/Vp	0.163802	0.338509	85
V(G)/Vp	0.367980	0.662416	86
V(G)/Vp	0.000001	0.298749	87
V(G)/Vp	0.000001	0.212861	88
V(G)/Vp	0.000001	0.294741	89
V(G)/Vp	0.000002	0.770693	90
V(G)/Vp	0.000001	0.210259	91
V(G)/Vp	0.000001	0.328971	92
V(G)/Vp	0.999999	0.918410	93
V(G)/Vp	0.000001	0.158823	94
V(G)/Vp	0.999999	0.989130	95
V(G)/Vp	0.000001	0.132904	96
V(G)/Vp	0.192753	0.310768	97
V(G)/Vp	0.000001	0.294679	98
V(G)/Vp	0.999999	0.928938	99
V(G)/Vp	0.000001	0.163451	100
V(G)/Vp	0.000001	0.167526	101
V(G)/Vp	0.000001	0.866688	102
V(G)/Vp	0.000001	0.253271	103
V(G)/Vp	0.000001	0.095121	104
V(G)/Vp	0.000001	0.454800	105
V(G)/Vp	0.159684	0.361405	106
V(G)/Vp	0.999999	0.867093	107
V(G)/Vp	0.000001	0.143517	108
V(G)/Vp	0.000001	0.934098	109
V(G)/Vp	0.299690	0.308868	110
V(G)/Vp	0.115610	0.343137	111
V(G)/Vp	0.076407	0.231132	112
V(G)/Vp	0.180605	0.354538	113
V(G)/Vp	0.000001	0.514904	114
V(G)/Vp	0.000001	0.512102	115
V(G)/Vp	0.012432	0.116886	116
V(G)/Vp	0.007609	0.144927	117
V(G)/Vp	0.000001	0.209212	118
V(G)/Vp	0.000001	0.174456	119
V(G)/Vp	0.000001	0.171801	120
V(G)/Vp	0.000001	0.715774	121
V(G)/Vp	0.000001	0.757103	122
V(G)/Vp	0.000001	0.276872	123
V(G)/Vp	0.000001	0.333375	124
V(G)/Vp	0.000001	0.405920	125
V(G)/Vp	0.000001	0.176567	126
