"ACRYL"	"BAFF"	"BPA"	"ETOH"	"FSL1"	"GARD"	"IFNG"	"IGF"	"PFOA"	"DEX"	"TUNIC"	"H20"
0.0798157018472678	-0.0601142149523283	0.0429018419365385	-0.0684797604130354	0.0582910943282682	0.151688471834005	0.00900242624304275	-0.0190060721915855	0.137446674410418	-0.0338677162566971	-0.0639678583375085	-0.035292717860942
0.272567652817429	-0.219028584092875	-0.0971942391047905	0.0814368614742352	-0.239191654288947	-0.0242734690176664	0.174977951222103	-0.0595877403409075	0.112612483928115	-0.109606612989496	0.175336110384636	0.0912143339551265
-0.521792714335116	0.109505102771057	-0.00824870466584132	0.262344304613939	0.0999032138422543	-0.437217574304866	-0.16836153932759	-0.0716020834432746	0.0706202944662222	-0.0405459446360949	-0.554604376259103	-0.426979137990981
-0.239326590107799	-0.20876374734815	-0.107844742137579	-0.166243979017618	-0.149701817888944	-0.0769773688133106	-0.0589107733262549	0.084767700563023	-0.066965764619015	-0.0548148476844396	-0.12865546289402	0.0590595623896801
-0.174893232088422	-0.11144653978055	-0.20006379837013	0.10731120868221	-0.0409475273553101	0.118014176648817	-0.0955731644184993	0.0343428365171716	-0.3965853075643	-0.00721663083127754	-0.0162094660346045	-0.0931031572023785
-0.549950348645232	0.140111269248947	-0.146815997616627	0.00611913682456886	-0.146570021442306	0.0695856679354052	-0.3471142145391	0.179115352154619	0.199911005547669	-0.278185990766416	-0.00630405580571717	-0.0881501952024716
-0.411277685019044	-0.13316269817271	0.127755253751562	-0.244179291612021	0.000143349268146858	-0.205405384889433	-0.154875091834081	0.14755916084517	0.033635699136726	0.0241632076323718	-0.168787467490788	-0.119274734217105
0.343148484985303	0.120550328112258	0.290425971886843	0.129780157044222	0.180150618952575	0.0125796073296395	0.0853955955806149	0.0184623880259477	0.272794171901502	0.242393136629157	0.215986568249281	0.145736385006208
-0.00469133464460988	-0.0107854633826608	-0.0743920150841988	0.115614504171623	-0.0781357904907329	-0.0927867198633831	-0.0398448682926781	0.0744353365226336	-0.151903643287559	-0.0370869204116035	0.150658562542957	-0.172158315442197
0.214269660203572	0.112721485904143	0.339415304178446	-0.0711620441323692	0.115940139068729	0.0777539511610593	-0.197941795484774	0.203955898465811	-0.150427850558693	0.213314692788119	0.136352481515063	-0.125929059551662
-0.0212661795923432	0.0627993276730257	0.015453636794067	0.0523518659220903	-0.357471601907662	0.00740179614262071	0.0253274441198912	0.281383895124821	-0.0223547068079449	0.0105003468291173	-0.0872581047003902	-0.00762694164787512
-0.215157240310842	-0.078190864801447	-0.0250414192447318	-0.0763506221435928	0.0380146609461248	0.143940031169409	0.0479902662186601	-0.113815002189873	-0.025513971798415	-0.0733439443050754	-0.0145529988984688	-0.255260278712944
0.091264618203773	-0.152955140029435	-0.10484296515595	-0.108847790842144	-0.0112673185783743	-0.0821006734425897	0.121621379056453	-0.0507331058026011	0.0406469199074675	0.137142300903183	-0.00721302669788898	-0.000736817044771952
0.21452657014669	0.284251276544822	-0.420684946323937	0.0970872243546451	0.0213345784911435	0.035453943420735	0.270604200969764	0.179189577853995	-0.0420027648900889	-0.0935622692819427	0.248846699748279	-0.0593018600642287
-0.0601001693342563	0.118645638007644	0.0976192697465937	-0.00715147116740816	0.0258941583254398	-0.101773504049503	-0.00778312931578639	-0.0774298385495523	-0.392617311985827	0.173428384693684	0.0537603223373054	-0.0794936998413235
-0.0404611805460042	0.109974735328563	0.089661304393118	0.0746535003415043	0.0590799215878303	0.112747539833736	0.0158908447897748	0.0438068149390964	0.00625019783448795	0.0143722833329464	0.154488965454332	0.0673908809726714
-0.349497778704891	0.123894370988035	0.00623450039327287	0.0043401461863543	-0.075543656731825	0.0584265037623604	0.00613818632454642	-0.0318714198294317	-0.00794583735152123	-0.0217498995441608	-0.109607377243916	0.194445311411444
0.496798962662692	0.22461944348213	0.971460312647533	0.258935357006802	0.0805287568723853	0.270438553596483	0.38554531354242	0.279214271109622	0.686503124721117	0.110440101256624	0.101918682148323	0.247129928101006
-0.0399093025141031	0.0167985524940487	0.132178250242269	0.0406195432382029	0.102328247603179	0.106100194497695	-0.0564365279854403	0.0152727924002328	0.337589849329188	-0.0802293857372084	-0.148433370132907	0.131878929412784
0.806387438853481	0.117523624988143	1.09740406249653	0.29521475405865	0.25840066120739	0.318112244331818	0.322970599232434	0.326358483339285	1.03203881140182	0.051960615063576	0.0630926892593326	0.184563546102345
-1.0258584236421	0.0344972622127365	-0.708125196250635	-0.300314099149016	-0.337053311447609	-0.351114261318586	-0.359948795857099	-0.494463904446263	-0.86138725961961	-0.191791168285935	-0.141172490887548	-0.044644738254191
-0.139998957625545	0.0253691884758491	0.133674201291809	0.0600059187867122	0.117315596042736	0.123852362204729	-0.0397740253346668	-0.0134415777688446	-0.030799115809459	0.12026487521188	-0.131620854019703	-0.047271365584844
-0.177580169729032	-0.0903661467346333	-0.159479073650965	0.0206314172237792	-0.0346727172746982	-0.295976266552025	0.0331671016819148	0.0481487950075056	-0.299760338096721	0.0524835983067498	-0.092784313888451	0.0498967066163414
0.208175259781752	0.0426102813466821	-0.0543205621522334	-0.151692551885087	-0.0706807092987665	-0.033511202181318	0.0902957194821238	0.0211413802134789	0.0297285063758304	0.087639704071273	0.0491440402007933	-0.0550043889103218
-0.156634921339132	0.11137688604473	-0.274242685152874	-0.121504473475866	-0.218982631216796	-0.132593174571628	-0.0334011247752779	-0.119856711031059	0.0987860734125	-0.150638031239828	0.089273720352666	-0.205778088798483
0.0695273849532816	-0.163867652860708	0.242721485521036	0.225984528201221	-0.13293845681059	-0.0361533165369324	-0.0795710918824924	0.153428381959691	-0.0317144573983477	0.22872098234784	0.396636058968818	0.442328932607498
-0.0432180577507187	0.263103355116582	-0.461574306599049	-0.0478228300050636	0.659306961188017	0.329699401962796	0.247398417438167	0.134681298300271	-0.0713280222952731	0.0293721278106966	0.128916358555576	0.123610197929287
-0.209428016480681	0.0788353916937976	-0.338600490808434	0.0488616477324746	-0.191657209944206	0.327964685796308	0.172804518895743	0.245890667883937	-0.289459129942895	0.367120362716903	0.13122709431263	0.185447247009457
