"ACRYL"	"BAFF"	"BPA"	"ETOH"	"FSL1"	"GARD"	"IFNG"	"IGF"	"PFOA"	"DEX"	"TUNIC"	"H20"
0.0926336348153142	0.0735463713681002	0.0840540743952676	0.0766557147665141	0.0865918585273242	0.0847151506536184	0.0667643241788399	0.0744082617446016	0.119858482024905	0.0744425174683132	0.0808845778117699	0.0808889627678848
0.268525251653119	0.157840811009837	0.303104257159994	0.161736393953252	0.228043290596282	0.158328923968332	0.158265773873351	0.172898497180488	0.247102244619739	0.1611686467467	0.16046881492843	0.161221210507165
0.267297568111316	0.176379544143154	0.310361863765272	0.165163862481609	0.25587135924989	0.160357687208165	0.173053091757679	0.18525868834553	0.279746251706235	0.173836244198585	0.176871369107788	0.176578293156459
0.189147815662202	0.113342803757051	0.194476100087662	0.116412665531817	0.169116781611319	0.1191012060265	0.117146750525702	0.111790806671477	0.206197182786706	0.107534640777197	0.111227548035761	0.11431327428269
0.193166070904306	0.12203785597477	0.158835870217843	0.11848438162431	0.187067447674726	0.129742550548212	0.118889689935003	0.136992772716043	0.231515863956594	0.115799001656954	0.139062580842132	0.124583629794669
0.234152107050636	0.15475053287874	0.216523177089158	0.139027483185611	0.202226953643004	0.144841191171645	0.124343671321483	0.160390326123092	0.200550666727502	0.137258922272972	0.14256605575977	0.145240681879385
0.188035106942352	0.129494648637268	0.163334716703602	0.129397091447305	0.182636965254128	0.141161356061052	0.149186889809598	0.132103355085496	0.17207300278556	0.130471566972573	0.137590693858732	0.122538169002412
0.278929772734835	0.154014718618253	0.200055962628887	0.136863858094462	0.206787706003864	0.153130317537889	0.139048768424249	0.154026653110026	0.263230784594516	0.147284328936533	0.141409977479029	0.161641813876918
0.0967718151450624	0.0806329119693979	0.113352662043608	0.0900067722006045	0.111716663954317	0.0804853155830806	0.0809670038520469	0.0773056748889006	0.151373137932584	0.0726011721976425	0.0838874021936168	0.0817972507400646
0.230838698743558	0.136323017588366	0.233254342436949	0.137048626927299	0.186397964050426	0.14344815973293	0.152851561796722	0.151041242988758	0.253998339895963	0.118001064712614	0.143809720011381	0.132876312674062
0.117910852320861	0.104152643917774	0.137549390767727	0.0959931135264454	0.152721388774533	0.0905632867849034	0.0912342811950774	0.103336768701864	0.149960130564617	0.0931357210384404	0.106235551467278	0.0834428614164057
0.270461731942531	0.159521255310778	0.289331088459179	0.155413652734447	0.207136297934782	0.152095980665228	0.160419128667464	0.166521167873018	0.234508204449987	0.153392831324185	0.154268757978983	0.15174786629262
0.236262067027641	0.143359481828684	0.204484390017061	0.142417351913053	0.184893954770627	0.135749337249845	0.137376075705992	0.134852646901518	0.221459292152299	0.124524163472352	0.134991898229574	0.142430369419762
0.250895412681274	0.167297313289147	0.276921735712695	0.169872663821002	0.239094209188886	0.167981511702025	0.14502516257999	0.177348503073078	0.27422388498462	0.157083554087019	0.163553073251026	0.154480941080674
