"ACRYL"	"BAFF"	"BPA"	"ETOH"	"FSL1"	"GARD"	"IFNG"	"IGF"	"PFOA"	"DEX"	"TUNIC"
0.629313933916182	0.583894459110518	0.592659995251956	0.697984843680063	0.361714371450495	0.21858740229653	0.452627333459394	0.413880123495959	0.648643612396556	0.0927490878026368	0.227783071883671
0.45061354060702	0.537725796854307	0.429872084127898	0.0742927497475256	0.26535708747158	0.219557415328237	0.224791664604624	0.850720344058709	0.905673603591124	0.739842253746046	0.178592866238945
0.0651236238214568	0.0606149585752259	0.00872779959887973	0.701242370457695	0.00869579609038983	0.0358544380907042	0.939961209019446	0.46789311259034	0.133336905490728	0.196040936808927	0.211403591445804
0.938925474449693	0.531632608757831	0.818853102136175	0.651560200328437	0.742519642366426	0.565237886404626	0.0758925707830765	0.453843514293083	0.93973677679828	0.138578538428259	0.49254344694383
0.817615948614616	0.0955071485802578	0.922361259393642	0.508921884487952	0.0689752122989781	0.247994624439719	0.883361426988479	0.781786686274628	0.17950993672475	0.776767556498272	0.514260672350155
0.477973992366062	0.979122410825275	0.584164983683095	0.962937859210695	0.382959362722522	0.524019401932976	0.234313278463774	0.266858887925346	0.810824692858424	0.00390427010145158	0.231598590309651
0.266815762673548	0.702276689845212	0.543872712594669	0.981080084347182	0.111846402125935	0.585874656593986	0.543545420854488	0.959909816570695	0.86230396916876	0.0683811609110969	0.54201597861081
0.191791610706335	0.536360859875316	0.466478691881904	0.276698074458266	0.643884942726442	0.133922907265777	0.74062964745514	0.570721504094719	0.263542989263977	0.648715838791889	0.220120303478234
0.435850011814045	0.745394064470024	0.266727565739373	0.28776969616572	0.846997322942849	0.733287793252611	0.383564560741753	0.559072302566348	0.681893051429154	0.22049771074702	0.947921096724033
0.0469741725311143	0.387921797075873	0.302736030973134	0.228252517270496	0.144620206232776	0.156834199290555	0.022058673646052	0.0199968063017543	0.50854633677496	2.32367951245393e-24	0.123472372460577
0.754145574395713	0.0416245074054921	0.584498274449435	0.0569697904272258	0.218599379920706	0.248627969068834	0.853029103482994	0.907923542879669	0.521228402981726	0.00348005035264892	0.292505857727981
0.0537882785581257	0.662995959366028	0.00510759156776779	0.0763460701825656	0.0102261326681164	0.207382186757344	0.992210635848737	0.621908317096032	0.0308564717881702	0.00315321453008682	0.121962571154555
0.466273089020403	0.351172534933459	0.0968636360753583	0.239997645719095	0.247905013815886	0.0835376303277854	0.556942547836497	0.53935188520262	0.28839972623587	0.0317212333253857	0.44425875721687
0.429284452076524	0.487372511979519	0.913470661394078	0.465804892917092	0.117482291757226	0.215412992719986	0.292112306041397	0.690913986304829	0.163708776239499	0.0368499582506547	0.087092196928168
0.19225020017804	0.37970839994656	0.0295989366596891	0.0223956159036441	0.676565774641614	0.977198627616642	0.232989803358701	0.823431988457946	0.38454460743639	0.882321125353916	0.0401931441652382
0.0219494793934625	0.00432684273164104	0.116546280464617	0.128812127731869	0.50853659661383	0.278907834118097	0.000467501204572545	0.857714010519632	0.112996152138792	0.0129290416495787	0.0286046104484088
0.183412371370612	0.0107238048817224	0.534688238272571	0.422162063508698	0.151686076181085	0.149190547087763	0.0226049255810664	0.298400774354108	0.791781835523846	0.919040301424387	0.262367559072283
