name	id	batch	treatment	line
Line441_IFNg.R1.Aligned.counts	1003	2	IFNG	Line441
Line441_IGF.R1.Aligned.counts	1004	2	IGF	Line441
Line441_TUNIC.R1.Aligned.counts	1005	2	TUNIC	Line441
Line441_WATER.R1.Aligned.counts	1006	2	H20	Line441
Line446_BAFF.R1.Aligned.counts	1007	2	BAFF	Line446
Line446_DEX.R1.Aligned.counts	1008	2	DEX	Line446
Line446_ETOH.R1.Aligned.counts	1009	2	ETOH	Line446
Line446_IFNg.R1.Aligned.counts	1010	2	IFNG	Line446
Line446_IGF.R1.Aligned.counts	1011	2	IGF	Line446
Line446_TUNIC.R1.Aligned.counts	1012	2	TUNIC	Line446
Line446_WATER.R1.Aligned.counts	1013	2	H20	Line446
Line44_BAFF.R1.Aligned.counts.x	1014	NA	BAFF	Line44
Line44_DEX.R1.Aligned.counts.x	1015	NA	DEX	Line44
Line44_ETOH.R1.Aligned.counts.x	1016	NA	ETOH	Line44
Line44_FSL1.R1.Aligned.counts.x	1017	NA	FSL1	Line44
Line44_GARD.R1.Aligned.counts.x	1018	NA	GARD	Line44
Line44_IFNg.R1.Aligned.counts.x	1019	NA	IFNG	Line44
Line44_WATER.R1.Aligned.counts.x	1020	NA	H20	Line44
Line45_BAFF.R1.Aligned.counts	1021	2	BAFF	Line45
Line45_ETOH.R1.Aligned.counts	1022	2	ETOH	Line45
Line45_FSL1.R1.Aligned.counts	1023	2	FSL1	Line45
Line45_GARD.R1.Aligned.counts	1024	2	GARD	Line45
Line45_IFNg.R1.Aligned.counts	1025	2	IFNG	Line45
Line45_TUNIC.R1.Aligned.counts	1026	2	TUNIC	Line45
Line45_WATER.R1.Aligned.counts	1027	2	H20	Line45
Line46_BAFF.R1.Aligned.counts	1028	2	BAFF	Line46
Line46_DEX.R1.Aligned.counts	1029	2	DEX	Line46
Line46_ETOH.R1.Aligned.counts	1030	2	ETOH	Line46
Line46_FSL1.R1.Aligned.counts	1031	2	FSL1	Line46
Line46_GARD.R1.Aligned.counts	1032	2	GARD	Line46
Line46_IFNg.R1.Aligned.counts	1033	2	IFNG	Line46
Line46_TUNIC.R1.Aligned.counts	1034	2	TUNIC	Line46
Line46_WATER.R1.Aligned.counts	1035	2	H20	Line46
Line47_WATER.R1.Aligned.counts.x	1036	NA	H20	Line47
Line48_BAFF.R1.Aligned.counts	1037	2	BAFF	Line48
Line48_ETOH.R1.Aligned.counts	1038	2	ETOH	Line48
Line48_FSL1.R1.Aligned.counts	1039	2	FSL1	Line48
Line48_GARD.R1.Aligned.counts	1040	2	GARD	Line48
Line48_IFNg.R1.Aligned.counts	1041	2	IFNG	Line48
Line48_TUNIC.R1.Aligned.counts	1042	2	TUNIC	Line48
Line48_WATER.R1.Aligned.counts	1043	2	H20	Line48
Line49_BAFF.R1.Aligned.counts	1044	2	BAFF	Line49
Line49_DEX.R1.Aligned.counts	1045	2	DEX	Line49
Line49_ETOH.R1.Aligned.counts	1046	2	ETOH	Line49
Line49_FSL1.R1.Aligned.counts	1047	2	FSL1	Line49
Line49_GARD.R1.Aligned.counts	1048	2	GARD	Line49
Line49_IFNg.R1.Aligned.counts	1049	2	IFNG	Line49
Line49_TUNIC.R1.Aligned.counts	1050	2	TUNIC	Line49
Line49_WATER.R1.Aligned.counts	1051	2	H20	Line49
Line4_BAFF.R1.Aligned.counts	1052	2	BAFF	Line4
Line4_ETOH.R1.Aligned.counts	1053	2	ETOH	Line4
Line4_IFNg.R1.Aligned.counts	1054	2	IFNG	Line4
Line51_BAFF.R1.Aligned.counts	1055	2	BAFF	Line51
Line51_ETOH.R1.Aligned.counts	1056	2	ETOH	Line51
Line51_FSL1.R1.Aligned.counts	1057	2	FSL1	Line51
Line51_GARD.R1.Aligned.counts	1058	2	GARD	Line51
Line51_IFNg.R1.Aligned.counts	1059	2	IFNG	Line51
Line51_TUNIC.R1.Aligned.counts	1060	2	TUNIC	Line51
Line51_WATER.R1.Aligned.counts	1061	2	H20	Line51
Line52_DEX.R1.Aligned.counts	1062	2	DEX	Line52
Line52_ETOH.R1.Aligned.counts	1063	2	ETOH	Line52
Line52_FSL1.R1.Aligned.counts	1064	2	FSL1	Line52
Line52_GARD.R1.Aligned.counts	1065	2	GARD	Line52
Line52_IFNg.R1.Aligned.counts	1066	2	IFNG	Line52
Line52_TUNIC.R1.Aligned.counts	1067	2	TUNIC	Line52
Line52_WATER.R1.Aligned.counts	1068	2	H20	Line52
Line53_BAFF.R1.Aligned.counts.x	1069	NA	BAFF	Line53
Line53_ETOH.R1.Aligned.counts.x	1070	NA	ETOH	Line53
Line53_FSL1.R1.Aligned.counts.x	1071	NA	FSL1	Line53
Line53_GARD.R1.Aligned.counts.x	1072	NA	GARD	Line53
Line53_WATER.R1.Aligned.counts.x	1073	NA	H20	Line53
Line54_BAFF.R1.Aligned.counts	1074	2	BAFF	Line54
Line54_DEX.R1.Aligned.counts	1075	2	DEX	Line54
Line54_GARD.R1.Aligned.counts	1076	2	GARD	Line54
Line54_IFNg.R1.Aligned.counts	1077	2	IFNG	Line54
Line54_WATER.R1.Aligned.counts	1078	2	H20	Line54
Line55_BAFF.R1.Aligned.counts	1079	2	BAFF	Line55
Line55_DEX.R1.Aligned.counts	1080	2	DEX	Line55
Line55_ETOH.R1.Aligned.counts	1081	2	ETOH	Line55
Line55_FSL1.R1.Aligned.counts	1082	2	FSL1	Line55
Line55_GARD.R1.Aligned.counts	1083	2	GARD	Line55
Line55_IFNg.R1.Aligned.counts	1084	2	IFNG	Line55
Line55_TUNIC.R1.Aligned.counts	1085	2	TUNIC	Line55
Line55_WATER.R1.Aligned.counts	1086	2	H20	Line55
Line56_BAFF.R1.Aligned.counts	1087	2	BAFF	Line56
Line56_DEX.R1.Aligned.counts	1088	2	DEX	Line56
Line56_ETOH.R1.Aligned.counts	1089	2	ETOH	Line56
Line56_FSL1.R1.Aligned.counts	1090	2	FSL1	Line56
Line56_GARD.R1.Aligned.counts	1091	2	GARD	Line56
Line56_IFNg.R1.Aligned.counts	1092	2	IFNG	Line56
Line56_TUNIC.R1.Aligned.counts	1093	2	TUNIC	Line56
Line56_WATER.R1.Aligned.counts	1094	2	H20	Line56
Line59_DEX.R1.Aligned.counts	1095	2	DEX	Line59
Line59_ETOH.R1.Aligned.counts	1096	2	ETOH	Line59
Line59_FSL1.R1.Aligned.counts	1097	2	FSL1	Line59
Line59_GARD.R1.Aligned.counts	1098	2	GARD	Line59
Line59_IFNg.R1.Aligned.counts	1099	2	IFNG	Line59
Line59_TUNIC.R1.Aligned.counts	1100	2	TUNIC	Line59
Line59_WATER.R1.Aligned.counts	1101	2	H20	Line59
Line60_BAFF.R1.Aligned.counts	1102	2	BAFF	Line60
Line60_DEX.R1.Aligned.counts	1103	2	DEX	Line60
Line60_ETOH.R1.Aligned.counts	1104	2	ETOH	Line60
Line60_FSL1.R1.Aligned.counts	1105	2	FSL1	Line60
Line60_GARD.R1.Aligned.counts	1106	2	GARD	Line60
Line60_IFNg.R1.Aligned.counts	1107	2	IFNG	Line60
Line60_WATER.R1.Aligned.counts	1108	2	H20	Line60
Line61_BAFF.R1.Aligned.counts	1109	2	BAFF	Line61
Line61_DEX.R1.Aligned.counts	1110	2	DEX	Line61
Line61_ETOH.R1.Aligned.counts	1111	2	ETOH	Line61
Line61_FSL1.R1.Aligned.counts	1112	2	FSL1	Line61
Line61_GARD.R1.Aligned.counts	1113	2	GARD	Line61
Line61_IFNg.R1.Aligned.counts	1114	2	IFNG	Line61
Line61_TUNIC.R1.Aligned.counts	1115	2	TUNIC	Line61
Line61_WATER.R1.Aligned.counts	1116	2	H20	Line61
Line62_BAFF.R1.Aligned.counts	1117	2	BAFF	Line62
Line62_FSL1.R1.Aligned.counts	1118	2	FSL1	Line62
Line62_GARD.R1.Aligned.counts	1119	2	GARD	Line62
Line62_IFNg.R1.Aligned.counts	1120	2	IFNG	Line62
Line62_TUNIC.R1.Aligned.counts	1121	2	TUNIC	Line62
Line62_WATER.R1.Aligned.counts	1122	2	H20	Line62
Line65_BAFF.R1.Aligned.counts	1123	2	BAFF	Line65
Line65_DEX.R1.Aligned.counts	1124	2	DEX	Line65
Line65_ETOH.R1.Aligned.counts	1125	2	ETOH	Line65
Line65_FSL1.R1.Aligned.counts	1126	2	FSL1	Line65
Line65_GARD.R1.Aligned.counts	1127	2	GARD	Line65
Line65_IFNg.R1.Aligned.counts	1128	2	IFNG	Line65
Line65_TUNIC.R1.Aligned.counts	1129	2	TUNIC	Line65
Line65_WATER.R1.Aligned.counts	1130	2	H20	Line65
Line66_DEX.R1.Aligned.counts	1131	2	DEX	Line66
Line66_ETOH.R1.Aligned.counts	1132	2	ETOH	Line66
Line66_GARD.R1.Aligned.counts	1133	2	GARD	Line66
Line66_IFNg.R1.Aligned.counts	1134	2	IFNG	Line66
Line67_ETOH.R1.Aligned.counts	1135	2	ETOH	Line67
Line67_FSL1.R1.Aligned.counts	1136	2	FSL1	Line67
Line67_TUNIC.R1.Aligned.counts	1137	2	TUNIC	Line67
Line67_WATER.R1.Aligned.counts	1138	2	H20	Line67
Line68_BAFF.R1.Aligned.counts	1139	2	BAFF	Line68
Line68_DEX.R1.Aligned.counts	1140	2	DEX	Line68
Line68_ETOH.R1.Aligned.counts	1141	2	ETOH	Line68
Line68_TUNIC.R1.Aligned.counts	1142	2	TUNIC	Line68
Line68_WATER.R1.Aligned.counts	1143	2	H20	Line68
Line69_BAFF.R1.Aligned.counts	1144	2	BAFF	Line69
Line69_DEX.R1.Aligned.counts	1145	2	DEX	Line69
Line69_ETOH.R1.Aligned.counts	1146	2	ETOH	Line69
Line69_FSL1.R1.Aligned.counts	1147	2	FSL1	Line69
Line69_GARD.R1.Aligned.counts	1148	2	GARD	Line69
Line69_IFNg.R1.Aligned.counts	1149	2	IFNG	Line69
Line69_TUNIC.R1.Aligned.counts	1150	2	TUNIC	Line69
Line69_WATER.R1.Aligned.counts	1151	2	H20	Line69
Line6_BAFF.R1.Aligned.counts	1152	2	BAFF	Line6
Line6_DEX.R1.Aligned.counts	1153	2	DEX	Line6
Line6_ETOH.R1.Aligned.counts	1154	2	ETOH	Line6
Line6_TUNIC.R1.Aligned.counts	1155	2	TUNIC	Line6
Line6_WATER.R1.Aligned.counts	1156	2	H20	Line6
Line70_BAFF.R1.Aligned.counts	1157	2	BAFF	Line70
Line70_DEX.R1.Aligned.counts	1158	2	DEX	Line70
Line70_ETOH.R1.Aligned.counts	1159	2	ETOH	Line70
Line70_FSL1.R1.Aligned.counts	1160	2	FSL1	Line70
Line70_GARD.R1.Aligned.counts	1161	2	GARD	Line70
Line70_IFNg.R1.Aligned.counts	1162	2	IFNG	Line70
Line70_WATER.R1.Aligned.counts	1163	2	H20	Line70
Line71_BAFF.R1.Aligned.counts.x	1164	NA	BAFF	Line71
Line71_DEX.R1.Aligned.counts.x	1165	NA	DEX	Line71
Line71_ETOH.R1.Aligned.counts.x	1166	NA	ETOH	Line71
Line71_FSL1.R1.Aligned.counts.x	1167	NA	FSL1	Line71
Line71_GARD.R1.Aligned.counts.x	1168	NA	GARD	Line71
Line71_IFNg.R1.Aligned.counts.x	1169	NA	IFNG	Line71
Line71_WATER.R1.Aligned.counts.x	1170	NA	H20	Line71
Line72_BAFF.R1.Aligned.counts	1171	2	BAFF	Line72
Line72_ETOH.R1.Aligned.counts	1172	2	ETOH	Line72
Line72_FSL1.R1.Aligned.counts	1173	2	FSL1	Line72
Line72_GARD.R1.Aligned.counts	1174	2	GARD	Line72
Line72_IFNg.R1.Aligned.counts	1175	2	IFNG	Line72
Line72_TUNIC.R1.Aligned.counts	1176	2	TUNIC	Line72
Line72_WATER.R1.Aligned.counts	1177	2	H20	Line72
Line73_BAFF.R1.Aligned.counts	1178	2	BAFF	Line73
Line73_DEX.R1.Aligned.counts	1179	2	DEX	Line73
Line73_ETOH.R1.Aligned.counts	1180	2	ETOH	Line73
Line73_FSL1.R1.Aligned.counts	1181	2	FSL1	Line73
Line73_GARD.R1.Aligned.counts	1182	2	GARD	Line73
Line73_IFNg.R1.Aligned.counts	1183	2	IFNG	Line73
Line73_TUNIC.R1.Aligned.counts	1184	2	TUNIC	Line73
Line73_WATER.R1.Aligned.counts	1185	2	H20	Line73
Line75_BAFF.R1.Aligned.counts	1186	2	BAFF	Line75
Line75_DEX.R1.Aligned.counts	1187	2	DEX	Line75
Line75_ETOH.R1.Aligned.counts	1188	2	ETOH	Line75
Line75_FSL1.R1.Aligned.counts	1189	2	FSL1	Line75
Line75_GARD.R1.Aligned.counts	1190	2	GARD	Line75
Line75_IFNg.R1.Aligned.counts	1191	2	IFNG	Line75
Line75_TUNIC.R1.Aligned.counts	1192	2	TUNIC	Line75
Line75_WATER.R1.Aligned.counts	1193	2	H20	Line75
Line76_BAFF.R1.Aligned.counts	1194	2	BAFF	Line76
Line76_DEX.R1.Aligned.counts	1195	2	DEX	Line76
Line76_ETOH.R1.Aligned.counts	1196	2	ETOH	Line76
Line76_FSL1.R1.Aligned.counts	1197	2	FSL1	Line76
Line76_GARD.R1.Aligned.counts	1198	2	GARD	Line76
Line76_IFNg.R1.Aligned.counts	1199	2	IFNG	Line76
Line76_TUNIC.R1.Aligned.counts	1200	2	TUNIC	Line76
Line76_WATER.R1.Aligned.counts	1201	2	H20	Line76
Line77_BAFF.R1.Aligned.counts.x	1202	NA	BAFF	Line77
Line77_DEX.R1.Aligned.counts.x	1203	NA	DEX	Line77
Line77_ETOH.R1.Aligned.counts.x	1204	NA	ETOH	Line77
Line77_FSL1.R1.Aligned.counts.x	1205	NA	FSL1	Line77
Line77_WATER.R1.Aligned.counts.x	1206	NA	H20	Line77
Line79_BAFF.R1.Aligned.counts	1207	2	BAFF	Line79
Line79_DEX.R1.Aligned.counts	1208	2	DEX	Line79
Line79_ETOH.R1.Aligned.counts	1209	2	ETOH	Line79
Line79_FSL1.R1.Aligned.counts	1210	2	FSL1	Line79
Line79_GARD.R1.Aligned.counts	1211	2	GARD	Line79
Line79_IFNg.R1.Aligned.counts	1212	2	IFNG	Line79
Line79_TUNIC.R1.Aligned.counts	1213	2	TUNIC	Line79
Line79_WATER.R1.Aligned.counts	1214	2	H20	Line79
Line7_DEX.R1.Aligned.counts	1215	2	DEX	Line7
Line7_ETOH.R1.Aligned.counts	1216	2	ETOH	Line7
Line7_FSL1.R1.Aligned.counts	1217	2	FSL1	Line7
Line80_BAFF.R1.Aligned.counts	1218	2	BAFF	Line80
Line80_DEX.R1.Aligned.counts	1219	2	DEX	Line80
Line80_ETOH.R1.Aligned.counts	1220	2	ETOH	Line80
Line80_FSL1.R1.Aligned.counts	1221	2	FSL1	Line80
Line80_GARD.R1.Aligned.counts	1222	2	GARD	Line80
Line80_IFNg.R1.Aligned.counts	1223	2	IFNG	Line80
Line84_BAFF.R1.Aligned.counts	1224	2	BAFF	Line84
Line84_DEX.R1.Aligned.counts	1225	2	DEX	Line84
Line84_FSL1.R1.Aligned.counts	1226	2	FSL1	Line84
Line84_IFNg.R1.Aligned.counts	1227	2	IFNG	Line84
Line85_BAFF.R1.Aligned.counts	1228	2	BAFF	Line85
Line85_DEX.R1.Aligned.counts	1229	2	DEX	Line85
Line85_ETOH.R1.Aligned.counts	1230	2	ETOH	Line85
Line85_GARD.R1.Aligned.counts	1231	2	GARD	Line85
Line85_IFNg.R1.Aligned.counts	1232	2	IFNG	Line85
Line85_TUNIC.R1.Aligned.counts	1233	2	TUNIC	Line85
Line85_WATER.R1.Aligned.counts	1234	2	H20	Line85
Line86_BAFF.R1.Aligned.counts	1235	2	BAFF	Line86
Line86_DEX.R1.Aligned.counts	1236	2	DEX	Line86
Line86_ETOH.R1.Aligned.counts	1237	2	ETOH	Line86
Line86_FSL1.R1.Aligned.counts	1238	2	FSL1	Line86
Line86_GARD.R1.Aligned.counts	1239	2	GARD	Line86
Line86_IFNg.R1.Aligned.counts	1240	2	IFNG	Line86
Line86_TUNIC.R1.Aligned.counts	1241	2	TUNIC	Line86
Line86_WATER.R1.Aligned.counts	1242	2	H20	Line86
Line87_BAFF.R1.Aligned.counts.x	1243	NA	BAFF	Line87
Line87_IFNg.R1.Aligned.counts.x	1244	NA	IFNG	Line87
Line87_TUNIC.R1.Aligned.counts.x	1245	NA	TUNIC	Line87
Line89_DEX.R1.Aligned.counts	1246	2	DEX	Line89
Line89_ETOH.R1.Aligned.counts	1247	2	ETOH	Line89
Line89_FSL1.R1.Aligned.counts	1248	2	FSL1	Line89
Line89_IFNg.R1.Aligned.counts	1249	2	IFNG	Line89
Line89_TUNIC.R1.Aligned.counts	1250	2	TUNIC	Line89
Line8_BAFF.R1.Aligned.counts	1251	2	BAFF	Line8
Line8_DEX.R1.Aligned.counts	1252	2	DEX	Line8
Line8_ETOH.R1.Aligned.counts	1253	2	ETOH	Line8
Line8_FSL1.R1.Aligned.counts	1254	2	FSL1	Line8
Line8_GARD.R1.Aligned.counts	1255	2	GARD	Line8
Line8_IFNg.R1.Aligned.counts	1256	2	IFNG	Line8
Line8_TUNIC.R1.Aligned.counts	1257	2	TUNIC	Line8
Line8_WATER.R1.Aligned.counts	1258	2	H20	Line8
Line90_ETOH.R1.Aligned.counts	1259	2	ETOH	Line90
Line90_FSL1.R1.Aligned.counts	1260	2	FSL1	Line90
Line90_TUNIC.R1.Aligned.counts	1261	2	TUNIC	Line90
Line90_WATER.R1.Aligned.counts	1262	2	H20	Line90
Line92_BAFF.R1.Aligned.counts	1263	2	BAFF	Line92
Line92_DEX.R1.Aligned.counts	1264	2	DEX	Line92
Line92_ETOH.R1.Aligned.counts	1265	2	ETOH	Line92
Line92_FSL1.R1.Aligned.counts	1266	2	FSL1	Line92
Line92_GARD.R1.Aligned.counts	1267	2	GARD	Line92
Line92_IFNg.R1.Aligned.counts	1268	2	IFNG	Line92
Line92_TUNIC.R1.Aligned.counts	1269	2	TUNIC	Line92
Line92_WATER.R1.Aligned.counts	1270	2	H20	Line92
Line93_BAFF.R1.Aligned.counts	1271	2	BAFF	Line93
Line93_DEX.R1.Aligned.counts	1272	2	DEX	Line93
Line93_ETOH.R1.Aligned.counts	1273	2	ETOH	Line93
Line93_FSL1.R1.Aligned.counts	1274	2	FSL1	Line93
Line93_GARD.R1.Aligned.counts	1275	2	GARD	Line93
Line93_IFNg.R1.Aligned.counts	1276	2	IFNG	Line93
Line93_TUNIC.R1.Aligned.counts	1277	2	TUNIC	Line93
Line93_WATER.R1.Aligned.counts	1278	2	H20	Line93
Line96_BAFF.R1.Aligned.counts	1279	2	BAFF	Line96
Line96_DEX.R1.Aligned.counts	1280	2	DEX	Line96
Line96_ETOH.R1.Aligned.counts	1281	2	ETOH	Line96
Line96_FSL1.R1.Aligned.counts	1282	2	FSL1	Line96
Line96_GARD.R1.Aligned.counts	1283	2	GARD	Line96
Line96_IFNg.R1.Aligned.counts	1284	2	IFNG	Line96
Line96_TUNIC.R1.Aligned.counts	1285	2	TUNIC	Line96
Line96_WATER.R1.Aligned.counts	1286	2	H20	Line96
Line98_BAFF.R1.Aligned.counts	1287	2	BAFF	Line98
Line98_DEX.R1.Aligned.counts	1288	2	DEX	Line98
Line98_ETOH.R1.Aligned.counts	1289	2	ETOH	Line98
Line98_FSL1.R1.Aligned.counts	1290	2	FSL1	Line98
Line98_GARD.R1.Aligned.counts	1291	2	GARD	Line98
Line98_IFNg.R1.Aligned.counts	1292	2	IFNG	Line98
Line98_WATER.R1.Aligned.counts	1293	2	H20	Line98
Line99_ETOH.R1.Aligned.counts	1294	2	ETOH	Line99
Line99_FSL1.R1.Aligned.counts	1295	2	FSL1	Line99
Line99_WATER.R1.Aligned.counts	1296	2	H20	Line99
LineNA_BAFF.R1.Aligned.counts	1297	2	BAFF	LineNA
LineNA_DEX.R1.Aligned.counts	1298	2	DEX	LineNA
LineNA_ETOH.R1.Aligned.counts	1299	2	ETOH	LineNA
LineNA_GARD.R1.Aligned.counts	1300	2	GARD	LineNA
LineNA_IFNg.R1.Aligned.counts	1301	2	IFNG	LineNA
LineNA_IGF.R1.Aligned.counts	1302	2	IGF	LineNA
LineNA_TUNIC.R1.Aligned.counts	1303	2	TUNIC	LineNA
LineNA_WATER.R1.Aligned.counts	1304	2	H20	LineNA
Line101_BAFF.R1.Aligned.counts	1305	3	BAFF	Line101
Line101_DEX.R1.Aligned.counts	1306	3	DEX	Line101
Line101_ETOH.R1.Aligned.counts	1307	3	ETOH	Line101
Line101_GARD.R1.Aligned.counts	1308	3	GARD	Line101
Line101_IFNg.R1.Aligned.counts	1309	3	IFNG	Line101
Line101_IGF.R1.Aligned.counts	1310	3	IGF	Line101
Line101_TUNIC.R1.Aligned.counts	1311	3	TUNIC	Line101
Line101_WATER.R1.Aligned.counts	1312	3	H20	Line101
Line103_BAFF.R1.Aligned.counts	1313	3	BAFF	Line103
Line103_ETOH.R1.Aligned.counts	1314	3	ETOH	Line103
Line103_GARD.R1.Aligned.counts	1315	3	GARD	Line103
Line103_IFNg.R1.Aligned.counts	1316	3	IFNG	Line103
Line103_IGF.R1.Aligned.counts	1317	3	IGF	Line103
Line103_TUNIC.R1.Aligned.counts	1318	3	TUNIC	Line103
Line103_WATER.R1.Aligned.counts	1319	3	H20	Line103
Line105_BAFF.R1.Aligned.counts	1320	3	BAFF	Line105
Line105_ETOH.R1.Aligned.counts	1321	3	ETOH	Line105
Line105_WATER.R1.Aligned.counts	1322	3	H20	Line105
Line106_BAFF.R1.Aligned.counts	1323	3	BAFF	Line106
Line106_DEX.R1.Aligned.counts	1324	3	DEX	Line106
Line106_ETOH.R1.Aligned.counts	1325	3	ETOH	Line106
Line106_GARD.R1.Aligned.counts	1326	3	GARD	Line106
Line106_IFNg.R1.Aligned.counts	1327	3	IFNG	Line106
Line106_IGF.R1.Aligned.counts	1328	3	IGF	Line106
Line106_TUNIC.R1.Aligned.counts	1329	3	TUNIC	Line106
Line106_WATER.R1.Aligned.counts	1330	3	H20	Line106
Line107_DEX.R1.Aligned.counts	1331	3	DEX	Line107
Line107_ETOH.R1.Aligned.counts	1332	3	ETOH	Line107
Line107_GARD.R1.Aligned.counts	1333	3	GARD	Line107
Line107_IFNg.R1.Aligned.counts	1334	3	IFNG	Line107
Line107_IGF.R1.Aligned.counts	1335	3	IGF	Line107
Line107_TUNIC.R1.Aligned.counts	1336	3	TUNIC	Line107
Line109_BAFF.R1.Aligned.counts	1337	3	BAFF	Line109
Line109_DEX.R1.Aligned.counts	1338	3	DEX	Line109
Line109_GARD.R1.Aligned.counts	1339	3	GARD	Line109
Line109_IFNg.R1.Aligned.counts	1340	3	IFNG	Line109
Line109_IGF.R1.Aligned.counts	1341	3	IGF	Line109
Line109_WATER.R1.Aligned.counts	1342	3	H20	Line109
Line112_ETOH.R1.Aligned.counts.x	1343	NA	ETOH	Line112
Line112_GARD.R1.Aligned.counts.x	1344	NA	GARD	Line112
Line112_IFNg.R1.Aligned.counts.x	1345	NA	IFNG	Line112
Line112_IGF.R1.Aligned.counts.x	1346	NA	IGF	Line112
Line112_TUNIC.R1.Aligned.counts.x	1347	NA	TUNIC	Line112
Line112_WATER.R1.Aligned.counts.x	1348	NA	H20	Line112
Line113_BAFF.R1.Aligned.counts.x	1349	NA	BAFF	Line113
Line113_DEX.R1.Aligned.counts.x	1350	NA	DEX	Line113
Line113_GARD.R1.Aligned.counts.x	1351	NA	GARD	Line113
Line113_IFNg.R1.Aligned.counts.x	1352	NA	IFNG	Line113
Line113_IGF.R1.Aligned.counts.x	1353	NA	IGF	Line113
Line113_TUNIC.R1.Aligned.counts.x	1354	NA	TUNIC	Line113
Line114_BAFF.R1.Aligned.counts	1355	3	BAFF	Line114
Line114_DEX.R1.Aligned.counts	1356	3	DEX	Line114
Line114_ETOH.R1.Aligned.counts	1357	3	ETOH	Line114
Line114_IFNg.R1.Aligned.counts	1358	3	IFNG	Line114
Line114_IGF.R1.Aligned.counts	1359	3	IGF	Line114
Line114_TUNIC.R1.Aligned.counts	1360	3	TUNIC	Line114
Line114_WATER.R1.Aligned.counts	1361	3	H20	Line114
Line115_DEX.R1.Aligned.counts	1362	3	DEX	Line115
Line115_ETOH.R1.Aligned.counts	1363	3	ETOH	Line115
Line115_GARD.R1.Aligned.counts	1364	3	GARD	Line115
Line115_IFNg.R1.Aligned.counts	1365	3	IFNG	Line115
Line115_IGF.R1.Aligned.counts	1366	3	IGF	Line115
Line115_TUNIC.R1.Aligned.counts	1367	3	TUNIC	Line115
Line115_WATER.R1.Aligned.counts	1368	3	H20	Line115
Line118_BAFF.R1.Aligned.counts	1369	3	BAFF	Line118
Line118_DEX.R1.Aligned.counts	1370	3	DEX	Line118
Line118_GARD.R1.Aligned.counts	1371	3	GARD	Line118
Line118_TUNIC.R1.Aligned.counts	1372	3	TUNIC	Line118
Line118_WATER.R1.Aligned.counts	1373	3	H20	Line118
Line119_BAFF.R1.Aligned.counts	1374	3	BAFF	Line119
Line119_DEX.R1.Aligned.counts	1375	3	DEX	Line119
Line119_ETOH.R1.Aligned.counts	1376	3	ETOH	Line119
Line119_GARD.R1.Aligned.counts	1377	3	GARD	Line119
Line119_IFNg.R1.Aligned.counts	1378	3	IFNG	Line119
Line119_IGF.R1.Aligned.counts	1379	3	IGF	Line119
Line119_TUNIC.R1.Aligned.counts	1380	3	TUNIC	Line119
Line119_WATER.R1.Aligned.counts	1381	3	H20	Line119
Line11_BAFF.R1.Aligned.counts	1382	3	BAFF	Line11
Line11_DEX.R1.Aligned.counts	1383	3	DEX	Line11
Line11_FSL1.R1.Aligned.counts	1384	3	FSL1	Line11
Line11_GARD.R1.Aligned.counts	1385	3	GARD	Line11
Line11_IFNg.R1.Aligned.counts	1386	3	IFNG	Line11
Line11_TUNIC.R1.Aligned.counts	1387	3	TUNIC	Line11
Line11_WATER.R1.Aligned.counts	1388	3	H20	Line11
Line120_BAFF.R1.Aligned.counts	1389	3	BAFF	Line120
Line120_DEX.R1.Aligned.counts	1390	3	DEX	Line120
Line120_GARD.R1.Aligned.counts	1391	3	GARD	Line120
Line120_IFNg.R1.Aligned.counts	1392	3	IFNG	Line120
Line120_IGF.R1.Aligned.counts	1393	3	IGF	Line120
Line120_TUNIC.R1.Aligned.counts	1394	3	TUNIC	Line120
Line120_WATER.R1.Aligned.counts	1395	3	H20	Line120
Line123_BAFF.R1.Aligned.counts.x	1396	NA	BAFF	Line123
Line123_DEX.R1.Aligned.counts.x	1397	NA	DEX	Line123
Line123_ETOH.R1.Aligned.counts.x	1398	NA	ETOH	Line123
Line123_IFNg.R1.Aligned.counts.x	1399	NA	IFNG	Line123
Line123_IGF.R1.Aligned.counts.x	1400	NA	IGF	Line123
Line123_TUNIC.R1.Aligned.counts.x	1401	NA	TUNIC	Line123
Line123_WATER.R1.Aligned.counts.x	1402	NA	H20	Line123
Line128_DEX.R1.Aligned.counts.x	1403	NA	DEX	Line128
Line128_ETOH.R1.Aligned.counts.x	1404	NA	ETOH	Line128
Line128_GARD.R1.Aligned.counts.x	1405	NA	GARD	Line128
Line128_IFNg.R1.Aligned.counts.x	1406	NA	IFNG	Line128
Line128_IGF.R1.Aligned.counts.x	1407	NA	IGF	Line128
Line128_TUNIC.R1.Aligned.counts.x	1408	NA	TUNIC	Line128
Line128_WATER.R1.Aligned.counts.x	1409	NA	H20	Line128
Line131_DEX.R1.Aligned.counts	1410	3	DEX	Line131
Line131_ETOH.R1.Aligned.counts	1411	3	ETOH	Line131
Line131_GARD.R1.Aligned.counts	1412	3	GARD	Line131
Line131_IFNg.R1.Aligned.counts	1413	3	IFNG	Line131
Line131_IGF.R1.Aligned.counts	1414	3	IGF	Line131
Line131_TUNIC.R1.Aligned.counts	1415	3	TUNIC	Line131
Line131_WATER.R1.Aligned.counts	1416	3	H20	Line131
