name	id	batch	treatment	line
Line102_BAFF.R1.Aligned.counts.x	1	NA	BAFF	Line102
Line102_DEX.R1.Aligned.counts.x	2	NA	DEX	Line102
Line102_IGF.R1.Aligned.counts.x	3	NA	IGF	Line102
Line104_GARD.R1.Aligned.counts.x	4	NA	GARD	Line104
Line104_IGF.R1.Aligned.counts.x	5	NA	IGF	Line104
Line104_TUNIC.R1.Aligned.counts.x	6	NA	TUNIC	Line104
Line104_WATER.R1.Aligned.counts.x	7	NA	H20	Line104
Line108_BAFF.R1.Aligned.counts	8	2	BAFF	Line108
Line108_DEX.R1.Aligned.counts	9	2	DEX	Line108
Line108_ETOH.R1.Aligned.counts	10	2	ETOH	Line108
Line108_GARD.R1.Aligned.counts	11	2	GARD	Line108
Line108_IFNg.R1.Aligned.counts	12	2	IFNG	Line108
Line108_IGF.R1.Aligned.counts	13	2	IGF	Line108
Line108_WATER.R1.Aligned.counts	14	2	H20	Line108
Line10_BAFF.R1.Aligned.counts	15	2	BAFF	Line10
Line110_BAFF.R1.Aligned.counts	16	2	BAFF	Line110
Line110_DEX.R1.Aligned.counts	17	2	DEX	Line110
Line110_ETOH.R1.Aligned.counts	18	2	ETOH	Line110
Line110_GARD.R1.Aligned.counts	19	2	GARD	Line110
Line110_IFNg.R1.Aligned.counts	20	2	IFNG	Line110
Line110_IGF.R1.Aligned.counts	21	2	IGF	Line110
Line110_TUNIC.R1.Aligned.counts	22	2	TUNIC	Line110
Line110_WATER.R1.Aligned.counts	23	2	H20	Line110
Line111_BAFF.R1.Aligned.counts.x	24	NA	BAFF	Line111
Line111_ETOH.R1.Aligned.counts.x	25	NA	ETOH	Line111
Line111_GARD.R1.Aligned.counts.x	26	NA	GARD	Line111
Line111_IFNg.R1.Aligned.counts.x	27	NA	IFNG	Line111
Line111_IGF.R1.Aligned.counts.x	28	NA	IGF	Line111
Line111_WATER.R1.Aligned.counts.x	29	NA	H20	Line111
Line116_BAFF.R1.Aligned.counts.x	30	NA	BAFF	Line116
Line116_DEX.R1.Aligned.counts.x	31	NA	DEX	Line116
Line116_ETOH.R1.Aligned.counts.x	32	NA	ETOH	Line116
Line116_GARD.R1.Aligned.counts.x	33	NA	GARD	Line116
Line116_IFNg.R1.Aligned.counts.x	34	NA	IFNG	Line116
Line116_TUNIC.R1.Aligned.counts.x	35	NA	TUNIC	Line116
Line116_WATER.R1.Aligned.counts.x	36	NA	H20	Line116
Line117_BAFF.R1.Aligned.counts	37	2	BAFF	Line117
Line117_DEX.R1.Aligned.counts	38	2	DEX	Line117
Line117_ETOH.R1.Aligned.counts	39	2	ETOH	Line117
Line117_GARD.R1.Aligned.counts	40	2	GARD	Line117
Line117_IFNg.R1.Aligned.counts	41	2	IFNG	Line117
Line117_IGF.R1.Aligned.counts	42	2	IGF	Line117
Line117_TUNIC.R1.Aligned.counts	43	2	TUNIC	Line117
Line121_BAFF.R1.Aligned.counts	44	2	BAFF	Line121
Line121_DEX.R1.Aligned.counts	45	2	DEX	Line121
Line121_ETOH.R1.Aligned.counts	46	2	ETOH	Line121
Line121_GARD.R1.Aligned.counts	47	2	GARD	Line121
Line121_TUNIC.R1.Aligned.counts	48	2	TUNIC	Line121
Line121_WATER.R1.Aligned.counts	49	2	H20	Line121
Line122_BAFF.R1.Aligned.counts	50	2	BAFF	Line122
Line122_DEX.R1.Aligned.counts	51	2	DEX	Line122
Line122_ETOH.R1.Aligned.counts	52	2	ETOH	Line122
Line122_GARD.R1.Aligned.counts	53	2	GARD	Line122
Line122_IFNg.R1.Aligned.counts	54	2	IFNG	Line122
Line122_IGF.R1.Aligned.counts	55	2	IGF	Line122
Line122_TUNIC.R1.Aligned.counts	56	2	TUNIC	Line122
Line122_WATER.R1.Aligned.counts	57	2	H20	Line122
Line124_BAFF.R1.Aligned.counts	58	2	BAFF	Line124
Line124_DEX.R1.Aligned.counts	59	2	DEX	Line124
Line124_GARD.R1.Aligned.counts	60	2	GARD	Line124
Line124_IFNg.R1.Aligned.counts	61	2	IFNG	Line124
Line124_IGF.R1.Aligned.counts	62	2	IGF	Line124
Line124_TUNIC.R1.Aligned.counts	63	2	TUNIC	Line124
Line124_WATER.R1.Aligned.counts	64	2	H20	Line124
Line125_BAFF.R1.Aligned.counts	65	2	BAFF	Line125
Line125_DEX.R1.Aligned.counts	66	2	DEX	Line125
Line125_GARD.R1.Aligned.counts	67	2	GARD	Line125
Line125_IFNg.R1.Aligned.counts	68	2	IFNG	Line125
Line125_IGF.R1.Aligned.counts	69	2	IGF	Line125
Line125_TUNIC.R1.Aligned.counts	70	2	TUNIC	Line125
Line125_WATER.R1.Aligned.counts	71	2	H20	Line125
Line126_BAFF.R1.Aligned.counts	72	2	BAFF	Line126
Line126_DEX.R1.Aligned.counts	73	2	DEX	Line126
Line126_ETOH.R1.Aligned.counts	74	2	ETOH	Line126
Line126_GARD.R1.Aligned.counts	75	2	GARD	Line126
Line126_IFNg.R1.Aligned.counts	76	2	IFNG	Line126
Line126_IGF.R1.Aligned.counts	77	2	IGF	Line126
Line126_TUNIC.R1.Aligned.counts	78	2	TUNIC	Line126
Line126_WATER.R1.Aligned.counts	79	2	H20	Line126
Line127_BAFF.R1.Aligned.counts	80	2	BAFF	Line127
Line127_DEX.R1.Aligned.counts	81	2	DEX	Line127
Line127_ETOH.R1.Aligned.counts	82	2	ETOH	Line127
Line127_GARD.R1.Aligned.counts	83	2	GARD	Line127
Line127_IFNg.R1.Aligned.counts	84	2	IFNG	Line127
Line127_IGF.R1.Aligned.counts	85	2	IGF	Line127
Line127_TUNIC.R1.Aligned.counts	86	2	TUNIC	Line127
Line127_WATER.R1.Aligned.counts	87	2	H20	Line127
Line129_BAFF.R1.Aligned.counts	88	2	BAFF	Line129
Line129_DEX.R1.Aligned.counts	89	2	DEX	Line129
Line129_ETOH.R1.Aligned.counts	90	2	ETOH	Line129
Line129_GARD.R1.Aligned.counts	91	2	GARD	Line129
Line129_IFNg.R1.Aligned.counts	92	2	IFNG	Line129
Line129_IGF.R1.Aligned.counts	93	2	IGF	Line129
Line129_WATER.R1.Aligned.counts	94	2	H20	Line129
Line12_DEX.R1.Aligned.counts.x	95	NA	DEX	Line12
Line12_FSL1.R1.Aligned.counts.x	96	NA	FSL1	Line12
Line12_TUNIC.R1.Aligned.counts.x	97	NA	TUNIC	Line12
Line130_BAFF.R1.Aligned.counts	98	2	BAFF	Line130
Line130_ETOH.R1.Aligned.counts	99	2	ETOH	Line130
Line130_GARD.R1.Aligned.counts	100	2	GARD	Line130
Line130_IFNg.R1.Aligned.counts	101	2	IFNG	Line130
Line130_IGF.R1.Aligned.counts	102	2	IGF	Line130
Line130_WATER.R1.Aligned.counts	103	2	H20	Line130
Line133_BAFF.R1.Aligned.counts	104	2	BAFF	Line133
Line133_DEX.R1.Aligned.counts	105	2	DEX	Line133
Line133_ETOH.R1.Aligned.counts	106	2	ETOH	Line133
Line133_GARD.R1.Aligned.counts	107	2	GARD	Line133
Line133_IFNg.R1.Aligned.counts	108	2	IFNG	Line133
Line133_TUNIC.R1.Aligned.counts	109	2	TUNIC	Line133
Line134_BAFF.R1.Aligned.counts	110	2	BAFF	Line134
Line134_DEX.R1.Aligned.counts	111	2	DEX	Line134
Line134_ETOH.R1.Aligned.counts	112	2	ETOH	Line134
Line134_IGF.R1.Aligned.counts	113	2	IGF	Line134
Line134_TUNIC.R1.Aligned.counts	114	2	TUNIC	Line134
Line134_WATER.R1.Aligned.counts	115	2	H20	Line134
Line135_DEX.R1.Aligned.counts	116	2	DEX	Line135
Line135_ETOH.R1.Aligned.counts	117	2	ETOH	Line135
Line135_IFNg.R1.Aligned.counts	118	2	IFNG	Line135
Line135_TUNIC.R1.Aligned.counts	119	2	TUNIC	Line135
Line135_WATER.R1.Aligned.counts	120	2	H20	Line135
Line136_DEX.R1.Aligned.counts	121	2	DEX	Line136
Line136_ETOH.R1.Aligned.counts	122	2	ETOH	Line136
Line136_GARD.R1.Aligned.counts	123	2	GARD	Line136
Line136_IFNg.R1.Aligned.counts	124	2	IFNG	Line136
Line136_IGF.R1.Aligned.counts	125	2	IGF	Line136
Line136_TUNIC.R1.Aligned.counts	126	2	TUNIC	Line136
Line136_WATER.R1.Aligned.counts	127	2	H20	Line136
Line137_BAFF.R1.Aligned.counts	128	2	BAFF	Line137
Line137_DEX.R1.Aligned.counts	129	2	DEX	Line137
Line137_ETOH.R1.Aligned.counts	130	2	ETOH	Line137
Line137_GARD.R1.Aligned.counts	131	2	GARD	Line137
Line137_IFNg.R1.Aligned.counts	132	2	IFNG	Line137
Line137_IGF.R1.Aligned.counts	133	2	IGF	Line137
Line137_TUNIC.R1.Aligned.counts	134	2	TUNIC	Line137
Line137_WATER.R1.Aligned.counts	135	2	H20	Line137
Line144_DEX.R1.Aligned.counts	136	2	DEX	Line144
Line144_ETOH.R1.Aligned.counts	137	2	ETOH	Line144
Line144_GARD.R1.Aligned.counts	138	2	GARD	Line144
Line144_IFNg.R1.Aligned.counts	139	2	IFNG	Line144
Line144_IGF.R1.Aligned.counts	140	2	IGF	Line144
Line144_WATER.R1.Aligned.counts	141	2	H20	Line144
Line147_BAFF.R1.Aligned.counts.x	142	NA	BAFF	Line147
Line147_DEX.R1.Aligned.counts.x	143	NA	DEX	Line147
Line147_ETOH.R1.Aligned.counts.x	144	NA	ETOH	Line147
Line147_GARD.R1.Aligned.counts.x	145	NA	GARD	Line147
Line147_IFNg.R1.Aligned.counts.x	146	NA	IFNG	Line147
Line147_IGF.R1.Aligned.counts.x	147	NA	IGF	Line147
Line147_TUNIC.R1.Aligned.counts.x	148	NA	TUNIC	Line147
Line147_WATER.R1.Aligned.counts.x	149	NA	H20	Line147
Line149_DEX.R1.Aligned.counts	150	2	DEX	Line149
Line149_ETOH.R1.Aligned.counts	151	2	ETOH	Line149
Line149_GARD.R1.Aligned.counts	152	2	GARD	Line149
Line149_IFNg.R1.Aligned.counts	153	2	IFNG	Line149
Line149_IGF.R1.Aligned.counts	154	2	IGF	Line149
Line149_TUNIC.R1.Aligned.counts	155	2	TUNIC	Line149
Line14_DEX.R1.Aligned.counts	156	2	DEX	Line14
Line14_ETOH.R1.Aligned.counts	157	2	ETOH	Line14
Line14_IFNg.R1.Aligned.counts	158	2	IFNG	Line14
Line14_WATER.R1.Aligned.counts	159	2	H20	Line14
Line151_BAFF.R1.Aligned.counts	160	2	BAFF	Line151
Line151_DEX.R1.Aligned.counts	161	2	DEX	Line151
Line151_IFNg.R1.Aligned.counts	162	2	IFNG	Line151
Line152_BAFF.R1.Aligned.counts	163	2	BAFF	Line152
Line152_DEX.R1.Aligned.counts	164	2	DEX	Line152
Line152_ETOH.R1.Aligned.counts	165	2	ETOH	Line152
Line152_GARD.R1.Aligned.counts	166	2	GARD	Line152
Line152_IFNg.R1.Aligned.counts	167	2	IFNG	Line152
Line154_BAFF.R1.Aligned.counts	168	2	BAFF	Line154
Line154_DEX.R1.Aligned.counts	169	2	DEX	Line154
Line154_GARD.R1.Aligned.counts	170	2	GARD	Line154
Line154_TUNIC.R1.Aligned.counts	171	2	TUNIC	Line154
Line155_DEX.R1.Aligned.counts	172	2	DEX	Line155
Line155_ETOH.R1.Aligned.counts	173	2	ETOH	Line155
Line155_GARD.R1.Aligned.counts	174	2	GARD	Line155
Line155_IFNg.R1.Aligned.counts	175	2	IFNG	Line155
Line155_IGF.R1.Aligned.counts	176	2	IGF	Line155
Line156_BAFF.R1.Aligned.counts	177	2	BAFF	Line156
Line156_DEX.R1.Aligned.counts	178	2	DEX	Line156
Line156_IFNg.R1.Aligned.counts	179	2	IFNG	Line156
Line156_IGF.R1.Aligned.counts	180	2	IGF	Line156
Line156_WATER.R1.Aligned.counts	181	2	H20	Line156
Line15_ETOH.R1.Aligned.counts	182	2	ETOH	Line15
Line163_BAFF.R1.Aligned.counts	183	2	BAFF	Line163
Line163_DEX.R1.Aligned.counts	184	2	DEX	Line163
Line163_IFNg.R1.Aligned.counts	185	2	IFNG	Line163
Line163_IGF.R1.Aligned.counts	186	2	IGF	Line163
Line163_TUNIC.R1.Aligned.counts	187	2	TUNIC	Line163
Line164_ETOH.R1.Aligned.counts	188	2	ETOH	Line164
Line164_IGF.R1.Aligned.counts	189	2	IGF	Line164
Line164_WATER.R1.Aligned.counts	190	2	H20	Line164
Line16_DEX.R1.Aligned.counts	191	2	DEX	Line16
Line16_ETOH.R1.Aligned.counts	192	2	ETOH	Line16
Line16_FSL1.R1.Aligned.counts	193	2	FSL1	Line16
Line16_TUNIC.R1.Aligned.counts	194	2	TUNIC	Line16
Line16_WATER.R1.Aligned.counts	195	2	H20	Line16
Line174_BAFF.R1.Aligned.counts	196	2	BAFF	Line174
Line174_DEX.R1.Aligned.counts	197	2	DEX	Line174
Line174_ETOH.R1.Aligned.counts	198	2	ETOH	Line174
Line174_IFNg.R1.Aligned.counts	199	2	IFNG	Line174
Line174_IGF.R1.Aligned.counts	200	2	IGF	Line174
Line174_TUNIC.R1.Aligned.counts	201	2	TUNIC	Line174
Line174_WATER.R1.Aligned.counts	202	2	H20	Line174
Line175_BAFF.R1.Aligned.counts	203	2	BAFF	Line175
Line175_DEX.R1.Aligned.counts	204	2	DEX	Line175
Line175_ETOH.R1.Aligned.counts	205	2	ETOH	Line175
Line175_GARD.R1.Aligned.counts	206	2	GARD	Line175
Line175_IFNg.R1.Aligned.counts	207	2	IFNG	Line175
Line175_IGF.R1.Aligned.counts	208	2	IGF	Line175
Line175_TUNIC.R1.Aligned.counts	209	2	TUNIC	Line175
Line175_WATER.R1.Aligned.counts	210	2	H20	Line175
Line176_DEX.R1.Aligned.counts	211	2	DEX	Line176
Line176_GARD.R1.Aligned.counts	212	2	GARD	Line176
Line176_IFNg.R1.Aligned.counts	213	2	IFNG	Line176
Line177_BAFF.R1.Aligned.counts	214	2	BAFF	Line177
Line177_DEX.R1.Aligned.counts	215	2	DEX	Line177
Line177_ETOH.R1.Aligned.counts	216	2	ETOH	Line177
Line177_GARD.R1.Aligned.counts	217	2	GARD	Line177
Line177_IFNg.R1.Aligned.counts	218	2	IFNG	Line177
Line177_IGF.R1.Aligned.counts	219	2	IGF	Line177
Line177_TUNIC.R1.Aligned.counts	220	2	TUNIC	Line177
Line177_WATER.R1.Aligned.counts	221	2	H20	Line177
Line179_BAFF.R1.Aligned.counts	222	2	BAFF	Line179
Line179_DEX.R1.Aligned.counts	223	2	DEX	Line179
Line179_ETOH.R1.Aligned.counts	224	2	ETOH	Line179
Line179_GARD.R1.Aligned.counts	225	2	GARD	Line179
Line179_IFNg.R1.Aligned.counts	226	2	IFNG	Line179
Line179_IGF.R1.Aligned.counts	227	2	IGF	Line179
Line179_TUNIC.R1.Aligned.counts	228	2	TUNIC	Line179
Line179_WATER.R1.Aligned.counts	229	2	H20	Line179
Line17_DEX.R1.Aligned.counts	230	2	DEX	Line17
Line17_ETOH.R1.Aligned.counts	231	2	ETOH	Line17
Line17_GARD.R1.Aligned.counts	232	2	GARD	Line17
Line17_IFNg.R1.Aligned.counts	233	2	IFNG	Line17
Line180_BAFF.R1.Aligned.counts	234	2	BAFF	Line180
Line180_DEX.R1.Aligned.counts	235	2	DEX	Line180
Line180_ETOH.R1.Aligned.counts	236	2	ETOH	Line180
Line180_GARD.R1.Aligned.counts	237	2	GARD	Line180
Line180_IFNg.R1.Aligned.counts	238	2	IFNG	Line180
Line180_IGF.R1.Aligned.counts	239	2	IGF	Line180
Line180_TUNIC.R1.Aligned.counts	240	2	TUNIC	Line180
Line180_WATER.R1.Aligned.counts	241	2	H20	Line180
Line181_BAFF.R1.Aligned.counts	242	2	BAFF	Line181
Line181_DEX.R1.Aligned.counts	243	2	DEX	Line181
Line181_ETOH.R1.Aligned.counts	244	2	ETOH	Line181
Line181_GARD.R1.Aligned.counts	245	2	GARD	Line181
Line181_IFNg.R1.Aligned.counts	246	2	IFNG	Line181
Line181_IGF.R1.Aligned.counts	247	2	IGF	Line181
Line181_TUNIC.R1.Aligned.counts	248	2	TUNIC	Line181
Line181_WATER.R1.Aligned.counts	249	2	H20	Line181
Line183_ETOH.R1.Aligned.counts	250	2	ETOH	Line183
Line183_GARD.R1.Aligned.counts	251	2	GARD	Line183
Line183_IGF.R1.Aligned.counts	252	2	IGF	Line183
Line183_TUNIC.R1.Aligned.counts	253	2	TUNIC	Line183
Line183_WATER.R1.Aligned.counts	254	2	H20	Line183
Line184_DEX.R1.Aligned.counts.x	255	NA	DEX	Line184
Line184_GARD.R1.Aligned.counts.x	256	NA	GARD	Line184
Line184_IFNg.R1.Aligned.counts.x	257	NA	IFNG	Line184
Line184_IGF.R1.Aligned.counts.x	258	NA	IGF	Line184
Line185_BAFF.R1.Aligned.counts	259	2	BAFF	Line185
Line185_DEX.R1.Aligned.counts	260	2	DEX	Line185
Line185_ETOH.R1.Aligned.counts	261	2	ETOH	Line185
Line185_GARD.R1.Aligned.counts	262	2	GARD	Line185
Line185_IFNg.R1.Aligned.counts	263	2	IFNG	Line185
Line185_IGF.R1.Aligned.counts	264	2	IGF	Line185
Line185_TUNIC.R1.Aligned.counts	265	2	TUNIC	Line185
Line185_WATER.R1.Aligned.counts	266	2	H20	Line185
Line186_DEX.R1.Aligned.counts	267	2	DEX	Line186
Line186_ETOH.R1.Aligned.counts	268	2	ETOH	Line186
Line186_GARD.R1.Aligned.counts	269	2	GARD	Line186
Line186_IFNg.R1.Aligned.counts	270	2	IFNG	Line186
Line186_IGF.R1.Aligned.counts	271	2	IGF	Line186
Line186_TUNIC.R1.Aligned.counts	272	2	TUNIC	Line186
Line186_WATER.R1.Aligned.counts	273	2	H20	Line186
Line190_BAFF.R1.Aligned.counts	274	2	BAFF	Line190
Line190_DEX.R1.Aligned.counts	275	2	DEX	Line190
Line190_ETOH.R1.Aligned.counts	276	2	ETOH	Line190
Line190_GARD.R1.Aligned.counts	277	2	GARD	Line190
Line190_IFNg.R1.Aligned.counts	278	2	IFNG	Line190
Line190_IGF.R1.Aligned.counts	279	2	IGF	Line190
Line190_TUNIC.R1.Aligned.counts	280	2	TUNIC	Line190
Line190_WATER.R1.Aligned.counts	281	2	H20	Line190
Line192_BAFF.R1.Aligned.counts	282	2	BAFF	Line192
Line192_DEX.R1.Aligned.counts	283	2	DEX	Line192
Line192_ETOH.R1.Aligned.counts	284	2	ETOH	Line192
Line192_GARD.R1.Aligned.counts	285	2	GARD	Line192
Line192_IGF.R1.Aligned.counts	286	2	IGF	Line192
Line192_TUNIC.R1.Aligned.counts	287	2	TUNIC	Line192
Line192_WATER.R1.Aligned.counts	288	2	H20	Line192
Line193_ETOH.R1.Aligned.counts.x	289	NA	ETOH	Line193
Line193_WATER.R1.Aligned.counts.x	290	NA	H20	Line193
Line195_BAFF.R1.Aligned.counts	291	2	BAFF	Line195
Line195_DEX.R1.Aligned.counts	292	2	DEX	Line195
Line195_ETOH.R1.Aligned.counts	293	2	ETOH	Line195
Line195_GARD.R1.Aligned.counts	294	2	GARD	Line195
Line195_IFNg.R1.Aligned.counts	295	2	IFNG	Line195
Line195_IGF.R1.Aligned.counts	296	2	IGF	Line195
Line195_TUNIC.R1.Aligned.counts	297	2	TUNIC	Line195
Line195_WATER.R1.Aligned.counts	298	2	H20	Line195
Line199_BAFF.R1.Aligned.counts	299	2	BAFF	Line199
Line199_DEX.R1.Aligned.counts	300	2	DEX	Line199
Line199_ETOH.R1.Aligned.counts	301	2	ETOH	Line199
Line199_GARD.R1.Aligned.counts	302	2	GARD	Line199
Line199_IFNg.R1.Aligned.counts	303	2	IFNG	Line199
Line199_IGF.R1.Aligned.counts	304	2	IGF	Line199
Line199_TUNIC.R1.Aligned.counts	305	2	TUNIC	Line199
Line199_WATER.R1.Aligned.counts	306	2	H20	Line199
Line1_DEX.R1.Aligned.counts	307	2	DEX	Line1
Line1_ETOH.R1.Aligned.counts	308	2	ETOH	Line1
Line1_FSL1.R1.Aligned.counts	309	2	FSL1	Line1
Line1_IFNg.R1.Aligned.counts	310	2	IFNG	Line1
Line1_TUNIC.R1.Aligned.counts	311	2	TUNIC	Line1
Line20_BAFF.R1.Aligned.counts	312	2	BAFF	Line20
Line20_DEX.R1.Aligned.counts	313	2	DEX	Line20
Line20_WATER.R1.Aligned.counts	314	2	H20	Line20
Line22_DEX.R1.Aligned.counts.x	315	NA	DEX	Line22
Line22_FSL1.R1.Aligned.counts.x	316	NA	FSL1	Line22
Line22_IFNg.R1.Aligned.counts.x	317	NA	IFNG	Line22
Line24_BAFF.R1.Aligned.counts	318	2	BAFF	Line24
Line24_DEX.R1.Aligned.counts	319	2	DEX	Line24
Line24_FSL1.R1.Aligned.counts	320	2	FSL1	Line24
Line24_GARD.R1.Aligned.counts	321	2	GARD	Line24
Line24_TUNIC.R1.Aligned.counts	322	2	TUNIC	Line24
Line261_DEX.R1.Aligned.counts	323	2	DEX	Line261
Line261_ETOH.R1.Aligned.counts	324	2	ETOH	Line261
Line261_GARD.R1.Aligned.counts	325	2	GARD	Line261
Line261_IFNg.R1.Aligned.counts	326	2	IFNG	Line261
Line261_IGF.R1.Aligned.counts	327	2	IGF	Line261
Line261_WATER.R1.Aligned.counts	328	2	H20	Line261
Line267_BAFF.R1.Aligned.counts	329	2	BAFF	Line267
Line267_DEX.R1.Aligned.counts	330	2	DEX	Line267
Line267_ETOH.R1.Aligned.counts	331	2	ETOH	Line267
Line267_GARD.R1.Aligned.counts	332	2	GARD	Line267
Line267_IFNg.R1.Aligned.counts	333	2	IFNG	Line267
Line267_IGF.R1.Aligned.counts	334	2	IGF	Line267
Line267_TUNIC.R1.Aligned.counts	335	2	TUNIC	Line267
Line267_WATER.R1.Aligned.counts	336	2	H20	Line267
Line269_DEX.R1.Aligned.counts	337	2	DEX	Line269
Line269_ETOH.R1.Aligned.counts	338	2	ETOH	Line269
Line269_IFNg.R1.Aligned.counts	339	2	IFNG	Line269
Line269_IGF.R1.Aligned.counts	340	2	IGF	Line269
Line270_BAFF.R1.Aligned.counts	341	2	BAFF	Line270
Line270_DEX.R1.Aligned.counts	342	2	DEX	Line270
Line270_GARD.R1.Aligned.counts	343	2	GARD	Line270
Line270_IFNg.R1.Aligned.counts	344	2	IFNG	Line270
Line270_IGF.R1.Aligned.counts	345	2	IGF	Line270
Line270_TUNIC.R1.Aligned.counts	346	2	TUNIC	Line270
Line270_WATER.R1.Aligned.counts	347	2	H20	Line270
Line275_DEX.R1.Aligned.counts	348	2	DEX	Line275
Line275_ETOH.R1.Aligned.counts	349	2	ETOH	Line275
Line275_GARD.R1.Aligned.counts	350	2	GARD	Line275
Line275_IGF.R1.Aligned.counts	351	2	IGF	Line275
Line275_WATER.R1.Aligned.counts	352	2	H20	Line275
Line277_BAFF.R1.Aligned.counts	353	2	BAFF	Line277
Line277_DEX.R1.Aligned.counts	354	2	DEX	Line277
Line277_IFNg.R1.Aligned.counts	355	2	IFNG	Line277
Line277_IGF.R1.Aligned.counts	356	2	IGF	Line277
Line277_TUNIC.R1.Aligned.counts	357	2	TUNIC	Line277
Line277_WATER.R1.Aligned.counts	358	2	H20	Line277
Line278_BAFF.R1.Aligned.counts	359	2	BAFF	Line278
Line278_DEX.R1.Aligned.counts	360	2	DEX	Line278
Line278_ETOH.R1.Aligned.counts	361	2	ETOH	Line278
Line278_GARD.R1.Aligned.counts	362	2	GARD	Line278
Line278_IFNg.R1.Aligned.counts	363	2	IFNG	Line278
Line278_IGF.R1.Aligned.counts	364	2	IGF	Line278
Line278_TUNIC.R1.Aligned.counts	365	2	TUNIC	Line278
Line278_WATER.R1.Aligned.counts	366	2	H20	Line278
Line279_BAFF.R1.Aligned.counts.x	367	NA	BAFF	Line279
Line279_ETOH.R1.Aligned.counts.x	368	NA	ETOH	Line279
Line279_IFNg.R1.Aligned.counts.x	369	NA	IFNG	Line279
Line280_BAFF.R1.Aligned.counts	370	2	BAFF	Line280
Line280_DEX.R1.Aligned.counts	371	2	DEX	Line280
Line280_ETOH.R1.Aligned.counts	372	2	ETOH	Line280
Line280_GARD.R1.Aligned.counts	373	2	GARD	Line280
Line280_IFNg.R1.Aligned.counts	374	2	IFNG	Line280
Line280_IGF.R1.Aligned.counts	375	2	IGF	Line280
Line280_TUNIC.R1.Aligned.counts	376	2	TUNIC	Line280
Line280_WATER.R1.Aligned.counts	377	2	H20	Line280
Line281_BAFF.R1.Aligned.counts	378	2	BAFF	Line281
Line281_DEX.R1.Aligned.counts	379	2	DEX	Line281
Line281_ETOH.R1.Aligned.counts	380	2	ETOH	Line281
Line281_IFNg.R1.Aligned.counts	381	2	IFNG	Line281
Line281_IGF.R1.Aligned.counts	382	2	IGF	Line281
Line281_WATER.R1.Aligned.counts	383	2	H20	Line281
Line282_BAFF.R1.Aligned.counts	384	2	BAFF	Line282
Line282_DEX.R1.Aligned.counts	385	2	DEX	Line282
Line282_ETOH.R1.Aligned.counts	386	2	ETOH	Line282
Line282_GARD.R1.Aligned.counts	387	2	GARD	Line282
Line282_IFNg.R1.Aligned.counts	388	2	IFNG	Line282
Line282_IGF.R1.Aligned.counts	389	2	IGF	Line282
Line282_TUNIC.R1.Aligned.counts	390	2	TUNIC	Line282
Line282_WATER.R1.Aligned.counts	391	2	H20	Line282
Line283_BAFF.R1.Aligned.counts	392	2	BAFF	Line283
Line283_DEX.R1.Aligned.counts	393	2	DEX	Line283
Line283_ETOH.R1.Aligned.counts	394	2	ETOH	Line283
Line283_GARD.R1.Aligned.counts	395	2	GARD	Line283
Line283_IFNg.R1.Aligned.counts	396	2	IFNG	Line283
Line283_IGF.R1.Aligned.counts	397	2	IGF	Line283
Line283_TUNIC.R1.Aligned.counts	398	2	TUNIC	Line283
Line284_BAFF.R1.Aligned.counts	399	2	BAFF	Line284
Line284_DEX.R1.Aligned.counts	400	2	DEX	Line284
Line284_ETOH.R1.Aligned.counts	401	2	ETOH	Line284
Line284_GARD.R1.Aligned.counts	402	2	GARD	Line284
Line284_IFNg.R1.Aligned.counts	403	2	IFNG	Line284
Line284_IGF.R1.Aligned.counts	404	2	IGF	Line284
Line284_TUNIC.R1.Aligned.counts	405	2	TUNIC	Line284
Line284_WATER.R1.Aligned.counts	406	2	H20	Line284
Line286_BAFF.R1.Aligned.counts	407	2	BAFF	Line286
Line286_DEX.R1.Aligned.counts	408	2	DEX	Line286
Line286_ETOH.R1.Aligned.counts	409	2	ETOH	Line286
Line286_GARD.R1.Aligned.counts	410	2	GARD	Line286
Line286_IGF.R1.Aligned.counts	411	2	IGF	Line286
Line286_TUNIC.R1.Aligned.counts	412	2	TUNIC	Line286
Line286_WATER.R1.Aligned.counts	413	2	H20	Line286
Line289_DEX.R1.Aligned.counts	414	2	DEX	Line289
Line289_IFNg.R1.Aligned.counts	415	2	IFNG	Line289
Line289_WATER.R1.Aligned.counts	416	2	H20	Line289
Line28_BAFF.R1.Aligned.counts	417	2	BAFF	Line28
Line28_DEX.R1.Aligned.counts	418	2	DEX	Line28
Line28_ETOH.R1.Aligned.counts	419	2	ETOH	Line28
Line28_FSL1.R1.Aligned.counts	420	2	FSL1	Line28
Line28_GARD.R1.Aligned.counts	421	2	GARD	Line28
Line28_TUNIC.R1.Aligned.counts	422	2	TUNIC	Line28
Line28_WATER.R1.Aligned.counts	423	2	H20	Line28
Line290_BAFF.R1.Aligned.counts	424	2	BAFF	Line290
Line290_DEX.R1.Aligned.counts	425	2	DEX	Line290
Line290_ETOH.R1.Aligned.counts	426	2	ETOH	Line290
Line290_GARD.R1.Aligned.counts	427	2	GARD	Line290
Line290_IFNg.R1.Aligned.counts	428	2	IFNG	Line290
Line290_IGF.R1.Aligned.counts	429	2	IGF	Line290
Line290_TUNIC.R1.Aligned.counts	430	2	TUNIC	Line290
Line291_IFNg.R1.Aligned.counts.x	431	NA	IFNG	Line291
