"ACRYL"	"BAFF"	"BPA"	"ETOH"	"FSL1"	"GARD"	"IFNG"	"IGF"	"PFOA"	"DEX"	"TUNIC"	"H20"
0.00956787713311378	-0.00421838854161491	0.013640164038312	-0.0038729011161223	0.00994870821006093	-0.00426673254162159	-0.0049989847169938	-0.00494175332853279	0.0070542819404103	-0.00519023384533102	-0.00406660225778134	-0.00374276210282489
0.0038459508039831	0.00693301326642614	0.00365952286381408	0.00696116252114581	0.00255199877831577	0.00680242209706484	0.00745702755339885	0.00703161150060217	0.00374564322584417	0.00683796099042331	0.00687564020407203	0.00655290984146412
-0.0669226775854094	-0.106131585822945	-0.0721734199031858	-0.107043003788695	-0.0712618623674419	-0.104694132706323	-0.11355300192293	-0.106140253459761	-0.0592073260157982	-0.10573650810475	-0.106731436441148	-0.101342417512646
-0.0433460085368099	-0.057105647291695	-0.0499766636068738	-0.0579190965249694	-0.0482534990074344	-0.055931448523891	-0.0606955713733622	-0.0564699972255863	-0.0374243109447552	-0.0563087016248515	-0.0574442436728496	-0.0546240974682147
-0.0242108496934185	-0.0191609275506283	-0.0304427037411425	-0.0197296184359563	-0.02505965047126	-0.0183918372183186	-0.0199913259880265	-0.0184400876748163	-0.0206919047674507	-0.018052691865589	-0.0193169346095837	-0.0185251731133507
-0.0370925235378085	-0.049559836207065	-0.0421770887031187	-0.0502666865505129	-0.0411319133069675	-0.0485839399272222	-0.0527611226321299	-0.0490061540053419	-0.0309358683989989	-0.0491809003025298	-0.0499137309284662	-0.0474266784298662
-0.0411796323362495	-0.0690451171833304	-0.0434934280814547	-0.0696274741613981	-0.0444711930966921	-0.0679757507255347	-0.0738759203359476	-0.0690695793143712	-0.0364315205858389	-0.0689482258040609	-0.0692396509659122	-0.065717126818374
0.0824521166987428	0.103768930308688	0.0954114717369749	0.10532817480233	0.0899131803767438	0.101467425427748	0.11016852853396	0.102529046265349	0.0718187975953364	0.101972854420438	0.10432452328708	0.0992957771741014
-0.0111299422419482	-0.00810717147222446	-0.0146641655260276	-0.00839761395022189	-0.013046307542116	-0.00785004172525969	-0.00840331696751532	-0.0076083886101793	-0.00962306236019123	-0.00763137083628214	-0.00823128923052226	-0.00789742108695804
0.0298041694402936	0.0383568909702403	0.0349015031807289	0.0389339778280142	0.0331531250924233	0.0375726972760378	0.0407261663282367	0.0379944498397708	0.0252344369336399	0.03795402103084	0.0386148903332775	0.0367179522505613
