V(G)/Vp	0.999999	0.921871	1
V(G)/Vp	0.023751	0.165284	2
V(G)/Vp	0.000001	0.114262	3
V(G)/Vp	0.999999	0.922891	4
V(G)/Vp	0.000001	1.011428	5
V(G)/Vp	0.000001	0.563101	6
V(G)/Vp	0.027370	0.140019	7
V(G)/Vp	0.000001	0.831308	8
V(G)/Vp	0.000001	0.143078	9
V(G)/Vp	0.000001	0.161948	10
V(G)/Vp	0.999999	0.928147	11
V(G)/Vp	0.000001	0.468747	12
V(G)/Vp	0.931550	0.901201	13
V(G)/Vp	0.105060	0.233365	14
V(G)/Vp	0.999999	0.842668	15
V(G)/Vp	0.999999	0.866177	16
V(G)/Vp	0.999999	0.968557	17
V(G)/Vp	0.000001	0.217434	18
V(G)/Vp	0.000001	0.146960	19
V(G)/Vp	0.000001	0.164835	20
V(G)/Vp	0.000001	0.214839	21
V(G)/Vp	0.000001	0.180403	22
V(G)/Vp	0.104051	0.238290	23
V(G)/Vp	0.105620	0.204208	24
V(G)/Vp	0.954321	0.798096	25
V(G)/Vp	0.999999	0.869557	26
V(G)/Vp	0.000001	0.185330	27
V(G)/Vp	0.000001	0.253602	28
V(G)/Vp	0.999999	0.873025	29
V(G)/Vp	0.999999	0.895376	30
V(G)/Vp	0.512247	0.707329	31
V(G)/Vp	0.077181	0.239606	32
V(G)/Vp	0.058809	0.196461	33
V(G)/Vp	0.000001	0.144063	34
V(G)/Vp	0.048028	0.195911	35
V(G)/Vp	0.343957	0.587268	36
V(G)/Vp	0.999999	0.969648	37
V(G)/Vp	0.000001	0.692543	38
V(G)/Vp	0.000001	0.151861	39
V(G)/Vp	0.017381	0.162700	40
V(G)/Vp	0.999999	0.928939	41
V(G)/Vp	0.999999	0.904158	42
V(G)/Vp	0.070936	0.211354	43
V(G)/Vp	0.000001	0.687665	44
V(G)/Vp	0.000001	0.729363	45
V(G)/Vp	0.037074	0.158888	46
V(G)/Vp	0.157040	0.265405	47
V(G)/Vp	0.999999	0.914764	48
V(G)/Vp	0.000001	0.156096	49
V(G)/Vp	0.000001	0.214027	50
V(G)/Vp	0.999999	0.952921	51
V(G)/Vp	0.314990	0.524984	52
V(G)/Vp	0.999999	0.917487	53
V(G)/Vp	0.088381	0.272529	54
V(G)/Vp	0.009402	0.130946	55
V(G)/Vp	0.000001	0.760020	56
V(G)/Vp	0.162154	0.324612	57
V(G)/Vp	0.999999	0.787454	58
V(G)/Vp	0.000001	0.509286	59
V(G)/Vp	0.999999	0.885501	60
V(G)/Vp	0.091491	0.243631	61
V(G)/Vp	0.000001	0.425474	62
V(G)/Vp	0.000001	0.779188	63
V(G)/Vp	0.000001	0.128318	64
V(G)/Vp	0.000001	0.329049	65
V(G)/Vp	0.000001	0.187578	66
V(G)/Vp	0.000001	0.180871	67
V(G)/Vp	0.000001	0.496723	68
V(G)/Vp	0.000001	0.502777	69
V(G)/Vp	0.000001	0.144214	70
V(G)/Vp	0.000001	0.128438	71
V(G)/Vp	0.000001	0.196861	72
V(G)/Vp	0.000001	0.143926	73
V(G)/Vp	0.999999	0.949642	74
V(G)/Vp	0.000001	0.236077	75
V(G)/Vp	0.999999	0.872389	76
V(G)/Vp	0.999999	0.932016	77
V(G)/Vp	0.000001	0.190178	78
V(G)/Vp	0.999999	0.917009	79
V(G)/Vp	0.000001	0.452234	80
V(G)/Vp	0.000001	0.189429	81
V(G)/Vp	0.397625	0.521418	82
V(G)/Vp	0.000001	0.233350	83
V(G)/Vp	0.642840	0.727180	84
V(G)/Vp	0.400534	0.547886	85
V(G)/Vp	0.999999	0.854977	86
V(G)/Vp	0.000001	0.348003	87
V(G)/Vp	0.000001	0.156846	88
V(G)/Vp	0.999999	0.893238	89
V(G)/Vp	0.000001	0.823416	90
V(G)/Vp	0.000001	0.647664	91
V(G)/Vp	0.000001	0.155389	92
V(G)/Vp	0.002273	0.110695	93
V(G)/Vp	0.000001	0.484094	94
V(G)/Vp	0.000001	0.181318	95
V(G)/Vp	0.000001	0.169365	96
V(G)/Vp	0.999999	0.793096	97
V(G)/Vp	0.999999	0.818276	98
V(G)/Vp	0.000001	0.225235	99
V(G)/Vp	0.999999	1.042089	100
V(G)/Vp	0.000001	0.676729	101
V(G)/Vp	0.000001	0.204105	102
V(G)/Vp	0.390974	0.677716	103
V(G)/Vp	0.999999	0.956926	104
V(G)/Vp	0.999999	0.916085	105
V(G)/Vp	0.000001	0.120440	106
V(G)/Vp	0.999999	0.891949	107
V(G)/Vp	0.999999	0.892615	108
V(G)/Vp	0.000001	0.211030	109
V(G)/Vp	0.212506	0.297432	110
V(G)/Vp	0.000001	0.193545	111
V(G)/Vp	0.221443	0.364664	112
V(G)/Vp	0.283401	0.480708	113
V(G)/Vp	0.870129	0.785553	114
V(G)/Vp	0.023583	0.144152	115
V(G)/Vp	0.000001	0.837559	116
V(G)/Vp	0.000001	0.432790	117
V(G)/Vp	0.000001	0.729645	118
V(G)/Vp	0.000001	0.267984	119
V(G)/Vp	0.999999	0.906763	120
V(G)/Vp	0.999999	0.824805	121
V(G)/Vp	0.193183	0.380313	122
V(G)/Vp	0.048341	0.192002	123
V(G)/Vp	0.000001	0.842314	124
V(G)/Vp	0.014527	0.133441	125
V(G)/Vp	0.193845	0.320797	126
V(G)/Vp	0.049804	0.204607	127
V(G)/Vp	0.000001	0.177477	128
V(G)/Vp	0.000001	0.888899	129
V(G)/Vp	0.000001	0.822097	130
V(G)/Vp	0.419638	0.616392	131
V(G)/Vp	0.000001	0.267204	132
V(G)/Vp	0.999999	0.847240	133
V(G)/Vp	0.000001	0.149380	134
V(G)/Vp	0.039676	0.188455	135
V(G)/Vp	0.000001	0.144993	136
V(G)/Vp	0.000001	0.243479	137
V(G)/Vp	0.000001	0.163541	138
V(G)/Vp	0.999999	0.821677	139
V(G)/Vp	0.000001	0.463328	140
V(G)/Vp	0.000001	0.140931	141
V(G)/Vp	0.852928	0.918409	142
V(G)/Vp	0.999999	0.969369	143
